locality,property_type,num_floors,num_bedrooms,road_width_m,width_m,length_m,price_vnd,area_m2,dining_room_bin,kitchen_bin,terrace_bin,car_parking_bin,locality_population_density,lat,lon,distance_to_center_km,nearest_school_km,school_count_3km,nearest_hospital_km,hospital_count_5km,nearest_marketplace_km,marketplace_count_3km,nearest_supermarket_km,supermarket_count_3km,nearest_mall_km,mall_count_3km,nearest_bus_stop_km,bus_stop_count_1km,nearest_metro_km,metro_count_5km,post_month,post_day_of_month,post_weekday,post_is_weekend,post_age_days,locality_listing_count,location_cluster_20,location_cluster_50,location_cluster_100,price_per_m2,property_type_area_m2,property_type_road_width_m,property_type_width_m,property_type_length_m,property_type_num_floors,property_type_distance_to_center_km,property_type_locality_population_density
phường hòa hưng,1,5.0,8.0,30.0,4.1,22.0,40000000000.0,88.0,1,1,1,1,37.225,10.7805019,106.6690519,3.505883660449315,0.1415377766554875,207.0,0.5680529333412037,85.0,0.2527899672560975,45.0,0.1941229943961127,76.0,1.0994676371006598,10.0,0.3986130548213614,30.0,3.3255896613927702,3.0,6,10,2,0,10,95,cluster_2,cluster_29,cluster_40,454545454.54545456,88.0,30.0,4.1,22.0,5.0,3.505883660449315,37.225
phường đông hưng thuận,1,5.0,5.0,15.0,4.2,20.0,13200000000.0,84.0,0,0,0,0,22.142,10.835914,106.6221978,10.802184781757976,0.351813808204133,52.0,0.4652101728893473,7.0,0.2871261593787733,9.0,0.5117461868570934,14.0,3.85949769082305,0.0,0.2147873588349855,19.0,2.789766515743807,0.0,6,10,2,0,10,41,cluster_6,cluster_17,cluster_47,157142857.14285713,84.0,15.0,4.2,20.0,5.0,10.802184781757976,22.142
phường đông hưng thuận,1,1.0,4.0,7.0,5.0,125.0,10500000000.0,125.0,0,0,0,0,22.142,10.835914,106.6221978,10.802184781757976,0.351813808204133,52.0,0.4652101728893473,7.0,0.2871261593787733,9.0,0.5117461868570934,14.0,3.85949769082305,0.0,0.2147873588349855,19.0,2.789766515743807,0.0,6,10,2,0,10,41,cluster_6,cluster_17,cluster_47,84000000.0,125.0,7.0,5.0,125.0,1.0,10.802184781757976,22.142
phường an đông,1,4.0,5.0,25.0,4.0,17.0,29500000000.0,68.0,0,0,0,0,61.537,10.7584265,106.6727204,3.697926043243007,0.1718438296278109,193.0,0.0808248175898799,81.0,0.0685624175584255,51.0,0.0700867890565216,70.0,0.0913558508966055,13.0,0.1041175126627032,91.0,3.0810228719302075,3.0,6,10,2,0,10,53,cluster_2,cluster_10,cluster_3,433823529.4117647,68.0,25.0,4.0,17.0,4.0,3.697926043243007,61.537
phường an hội tây,1,3.0,7.0,10.0,3.0,24.0,7300000000.0,70.0,1,1,0,1,31.76,10.8421489,106.6386769,9.9193041191287,0.0447049768024632,62.0,2.1702782347422387,9.0,0.6533975509460673,9.0,0.1618420502101994,15.0,3.959198285045436,0.0,0.0882281879422681,31.0,2.789766515743807,0.0,6,10,2,0,10,69,cluster_17,cluster_24,cluster_27,104285714.28571428,70.0,10.0,3.0,24.0,3.0,9.9193041191287,31.76
phường phú thuận,1,4.0,12.0,15.0,9.0,24.0,22000000000.0,220.0,1,1,1,1,7.971,10.7311388,106.7351885,6.299759548951935,0.1706159826026987,42.0,0.6336349171432101,16.0,0.3671769500230161,3.0,0.7136863789991847,11.0,1.4307972222708116,2.0,0.3768279699462217,15.0,2.789766515743807,0.0,6,10,2,0,10,21,cluster_7,cluster_32,cluster_54,100000000.0,220.0,15.0,9.0,24.0,4.0,6.299759548951935,7.971
phường tân hưng,1,4.0,4.0,10.0,5.0,14.0,13300000000.0,70.0,1,1,1,1,17.995,10.7407425,106.6985001,4.008093297011413,0.2680465501888464,102.0,0.1475899400406389,67.0,0.8599180478435137,18.0,0.4467751131948497,53.0,1.3099252885889177,6.0,0.2719928824366653,22.0,3.341878836737862,3.0,6,10,2,0,10,53,cluster_11,cluster_3,cluster_88,190000000.0,70.0,10.0,5.0,14.0,4.0,4.008093297011413,17.995
phường tân hòa,1,3.0,5.0,12.0,4.7,28.0,21000000000.0,129.0,0,0,0,0,63.563,10.782212,106.6527744,5.296094010010538,0.3293909178795859,190.0,0.7484597010440791,73.0,0.3425126883551349,36.0,0.6680584419698719,40.0,2.0515685369722894,3.0,0.2067801056731984,29.0,5.088364417881627,1.0,6,10,2,0,10,30,cluster_13,cluster_29,cluster_26,162790697.6744186,129.0,12.0,4.7,28.0,3.0,5.296094010010538,63.563
phường tân sơn nhì,1,1.0,1.0,30.0,50.0,60.0,290000000000.0,2860.0,0,0,0,1,33.895,10.802684,106.6285343,8.412436682835446,0.0133288667219154,88.0,1.459627540829241,20.0,0.7409267045614524,11.0,0.4651421474896384,18.0,1.2839472378180798,3.0,0.0,46.0,2.789766515743807,0.0,6,10,2,0,10,39,cluster_6,cluster_9,cluster_89,101398601.3986014,2860.0,30.0,50.0,60.0,1.0,8.412436682835446,33.895
phường tân bình,1,3.0,6.0,45.0,5.4,28.5,39500000000.0,159.0,0,0,0,0,42.157,11.0727938,106.6998522,32.73024799248876,0.4800900072813918,5.0,4.4845363613594165,2.0,0.941972746731735,2.0,0.4714212209577637,0.0,3.8181403719301046,0.0,0.8441691967817977,4.0,2.789766515743807,0.0,6,10,2,0,10,142,cluster_3,cluster_11,cluster_2,248427672.95597485,159.0,45.0,5.4,28.5,3.0,32.73024799248876,42.157
phường phú thọ,1,5.0,6.0,15.0,4.0,20.0,23000000000.0,80.0,0,0,0,0,47.715,10.7715241,106.6558031,4.96795958829929,0.1809517919295744,217.0,0.4169091048220451,76.0,0.907591972433718,53.0,0.3167615229025707,43.0,1.508602643030715,7.0,0.1413756807091568,54.0,4.602759196197861,2.0,6,10,2,0,10,24,cluster_2,cluster_29,cluster_40,287500000.0,80.0,15.0,4.0,20.0,5.0,4.96795958829929,47.715
phường an nhơn,1,5.0,5.0,7.0,5.0,20.0,18000000000.0,100.0,1,1,1,1,34.52,10.8375549,106.680598,7.067045022908887,0.964922530872876,59.0,1.1287953025345878,17.0,0.5448243369580358,5.0,0.9025137244840112,8.0,0.7958655282815558,6.0,0.0269244935107706,44.0,2.789766515743807,0.0,6,10,2,0,10,42,cluster_1,cluster_19,cluster_53,180000000.0,100.0,7.0,5.0,20.0,5.0,7.067045022908887,34.52
phường an phú đông,1,3.0,4.0,12.0,7.5,30.0,23000000000.0,222.0,1,1,1,1,12.277,10.8609713,106.6917863,9.352664247956213,0.4783792185657405,22.0,2.055198738922618,6.0,0.0923860601757846,4.0,0.7753841017604923,2.0,3.6560651927424654,0.0,0.0483587004149271,9.0,2.789766515743807,0.0,6,10,2,0,10,48,cluster_0,cluster_33,cluster_80,103603603.6036036,222.0,12.0,7.5,30.0,3.0,9.352664247956213,12.277
phường an phú đông,1,4.0,8.0,11.0,5.0,24.0,12000000000.0,120.0,1,1,1,1,12.277,10.8609713,106.6917863,9.352664247956213,0.4783792185657405,22.0,2.055198738922618,6.0,0.0923860601757846,4.0,0.7753841017604923,2.0,3.6560651927424654,0.0,0.0483587004149271,9.0,2.789766515743807,0.0,6,10,2,0,10,48,cluster_0,cluster_33,cluster_80,100000000.0,120.0,11.0,5.0,24.0,4.0,9.352664247956213,12.277
phường an nhơn,1,1.0,3.0,10.0,6.0,14.0,5200000000.0,77.0,1,1,0,1,34.52,10.8375549,106.680598,7.067045022908887,0.964922530872876,59.0,1.1287953025345878,17.0,0.5448243369580358,5.0,0.9025137244840112,8.0,0.7958655282815558,6.0,0.0269244935107706,44.0,2.789766515743807,0.0,6,10,2,0,10,42,cluster_1,cluster_19,cluster_53,67532467.53246753,77.0,10.0,6.0,14.0,1.0,7.067045022908887,34.52
phường thới an,1,4.0,5.0,15.0,12.0,20.0,18800000000.0,240.0,1,1,1,1,8.433,10.865134,106.6638867,10.565856638070445,0.6330433248470321,47.0,2.4636567759567782,6.0,1.665354276903947,3.0,0.0669799157972143,6.0,3.9813398579271593,0.0,0.4456586342511112,12.0,2.789766515743807,0.0,6,10,2,0,10,59,cluster_17,cluster_12,cluster_56,78333333.33333333,240.0,15.0,12.0,20.0,4.0,10.565856638070445,8.433
phường diên hồng,1,3.0,4.0,24.0,4.5,18.0,33000000000.0,81.0,1,1,1,1,40.663,10.7673031,106.6639559,4.177717404417766,0.1321456498930087,217.0,0.6222421286803709,83.0,0.0770050538488039,55.0,0.1406451216433702,58.0,0.7120967895816094,8.0,0.1383351558074551,65.0,3.732512409760755,3.0,6,10,2,0,10,72,cluster_2,cluster_29,cluster_98,407407407.4074074,81.0,24.0,4.5,18.0,3.0,4.177717404417766,40.663
phường tân sơn nhì,1,4.0,4.0,24.0,4.3,22.0,24300000000.0,100.0,1,1,1,1,33.895,10.8008925,106.6245749,8.758990377030917,0.1879343430690456,86.0,1.147454167097896,15.0,0.593638444795612,11.0,0.345076502483473,21.0,0.8453924650499136,1.0,0.0684097752876441,51.0,2.789766515743807,0.0,6,10,2,0,10,39,cluster_6,cluster_9,cluster_89,243000000.0,100.0,24.0,4.3,22.0,4.0,8.758990377030917,33.895
phường tân bình,1,1.0,5.0,30.0,27.0,39.0,225000000000.0,1320.0,1,1,1,1,42.157,11.0727938,106.6998522,32.73024799248876,0.4800900072813918,5.0,4.4845363613594165,2.0,0.941972746731735,2.0,0.4714212209577637,0.0,3.8181403719301046,0.0,0.8441691967817977,4.0,2.789766515743807,0.0,6,10,2,0,10,142,cluster_3,cluster_11,cluster_2,170454545.45454547,1320.0,30.0,27.0,39.0,1.0,32.73024799248876,42.157
phường bình phú,1,3.0,4.0,8.0,4.0,15.0,8900000000.0,60.0,1,1,1,1,26.64,10.7454169,106.6349712,8.007807626554728,0.2330602650150937,0.0,0.1310703771974542,48.0,0.3671071400546797,35.0,0.5313275732101227,15.0,1.4759221011621504,3.0,0.1355369683452391,37.0,2.789766515743807,0.0,6,10,2,0,10,25,cluster_16,cluster_25,cluster_83,148333333.33333334,60.0,8.0,4.0,15.0,3.0,8.007807626554728,26.64
phường bình hưng hòa,1,1.0,5.0,12.0,5.0,18.0,26000000000.0,392.0,1,1,0,1,22.19,10.7979027,106.6032118,10.933352980757276,0.485658318154078,54.0,0.7107823384489044,8.0,2.295032649530436,5.0,1.4074912071012553,11.0,1.5428753503668942,1.0,0.6283008385963313,8.0,2.789766515743807,0.0,6,10,2,0,10,44,cluster_10,cluster_40,cluster_39,66326530.6122449,392.0,12.0,5.0,18.0,1.0,10.933352980757276,22.19
phường bình phú,1,4.0,4.0,10.0,4.0,17.0,12500000000.0,69.0,1,1,1,1,26.64,10.7454169,106.6349712,8.007807626554728,0.2330602650150937,0.0,0.1310703771974542,48.0,0.3671071400546797,35.0,0.5313275732101227,15.0,1.4759221011621504,3.0,0.1355369683452391,37.0,2.789766515743807,0.0,6,10,2,0,10,25,cluster_16,cluster_25,cluster_83,181159420.28985506,69.0,10.0,4.0,17.0,4.0,8.007807626554728,26.64
phường an lạc,1,3.0,3.0,10.0,4.0,20.0,11200000000.0,80.0,0,0,0,0,16.441,10.7381994,106.6148874,10.335862930945568,0.213067937291196,59.0,0.2680604817088338,10.0,0.6955967318339753,17.0,0.3737173975421404,9.0,0.5936982882894825,1.0,0.0757417755751416,24.0,2.789766515743807,0.0,6,10,2,0,10,42,cluster_16,cluster_25,cluster_49,140000000.0,80.0,10.0,4.0,20.0,3.0,10.335862930945568,16.441
phường tân tạo,1,4.0,4.0,12.0,4.0,16.0,8600000000.0,64.0,1,1,1,1,7.707,10.7511661,106.5977941,11.630763083558488,0.0768439603018376,33.0,1.4497242223615814,10.0,0.7886205588343723,7.0,0.3953993671460556,10.0,1.807917806141872,1.0,0.4239941548737297,17.0,2.789766515743807,0.0,6,10,2,0,10,16,cluster_16,cluster_39,cluster_65,134375000.0,64.0,12.0,4.0,16.0,4.0,11.630763083558488,7.707
phường tây thạnh,1,4.0,4.0,12.0,5.3,8.2,8350000000.0,44.0,0,0,0,0,18.384,10.8130355,106.6227282,9.437312222337708,0.1156142002452594,79.0,1.182567249656402,12.0,0.7911228419865303,7.0,1.042429527974456,16.0,1.4357153886046683,1.0,0.0490866444386959,28.0,2.789766515743807,0.0,6,10,2,0,10,38,cluster_6,cluster_36,cluster_86,189772727.27272728,44.0,12.0,5.3,8.2,4.0,9.437312222337708,18.384
phường chợ lớn,1,4.0,6.0,12.0,4.0,22.0,19500000000.0,84.0,1,1,1,1,50.938,10.7522989,106.6512192,6.077058645332947,0.2294300757931321,185.0,0.9952754727271408,68.0,0.3113409291917248,43.0,0.919397073400981,25.0,0.5028735528918428,5.0,0.0862327276241671,72.0,2.789766515743807,0.0,6,10,2,0,10,21,cluster_2,cluster_37,cluster_46,232142857.14285713,84.0,12.0,4.0,22.0,4.0,6.077058645332947,50.938
phường bình thạnh,1,5.0,18.0,15.0,10.0,22.0,38000000000.0,190.0,1,1,1,1,38.042,10.8045369,106.6985299,3.067975386545508,0.1536564277820822,117.0,0.3253671289426457,47.0,0.3173412790612379,16.0,0.127429078630904,61.0,3.0678526059733926,0.0,0.1082694455382833,47.0,2.0800873263501067,7.0,6,10,2,0,10,100,cluster_1,cluster_0,cluster_67,200000000.0,190.0,15.0,10.0,22.0,5.0,3.067975386545508,38.042
phường bình lợi trung,1,5.0,5.0,12.0,4.4,27.03,22000000000.0,79.0,1,1,1,1,29.851,10.8143593,106.6949846,4.193692198045986,0.2964289749244463,89.0,1.0201470766061114,36.0,0.3530005832131173,14.0,0.2431588066858871,36.0,2.033952162050202,5.0,0.1253517781441358,48.0,3.0225326888196205,6.0,6,10,2,0,10,186,cluster_1,cluster_27,cluster_6,278481012.65822786,79.0,12.0,4.4,27.03,5.0,4.193692198045986,29.851
phường an nhơn,1,3.0,4.0,10.0,5.2,20.0,17000000000.0,110.0,1,1,1,1,34.52,10.8375549,106.680598,7.067045022908887,0.964922530872876,59.0,1.1287953025345878,17.0,0.5448243369580358,5.0,0.9025137244840112,8.0,0.7958655282815558,6.0,0.0269244935107706,44.0,2.789766515743807,0.0,6,10,2,0,10,42,cluster_1,cluster_19,cluster_53,154545454.54545453,110.0,10.0,5.2,20.0,3.0,7.067045022908887,34.52
phường an lạc,1,3.0,4.0,12.0,5.0,18.0,34000000000.0,171.0,0,0,0,0,16.441,10.7381994,106.6148874,10.335862930945568,0.213067937291196,59.0,0.2680604817088338,10.0,0.6955967318339753,17.0,0.3737173975421404,9.0,0.5936982882894825,1.0,0.0757417755751416,24.0,2.789766515743807,0.0,6,10,2,0,10,42,cluster_16,cluster_25,cluster_49,198830409.35672516,171.0,12.0,5.0,18.0,3.0,10.335862930945568,16.441
phường thạnh mỹ tây,1,5.0,5.0,30.0,4.3,20.5,35000000000.0,85.0,0,0,0,0,34.822,10.8026647,106.7157112,3.2780824543388385,0.3361760848828976,77.0,2.051791574401379,34.0,0.5647708444376871,11.0,0.6553638140396603,48.0,1.9153686262075424,4.0,0.0093486046253062,44.0,0.7314882932421559,8.0,6,10,2,0,10,112,cluster_12,cluster_38,cluster_16,411764705.88235295,85.0,30.0,4.3,20.5,5.0,3.2780824543388385,34.822
phường an đông,1,6.0,12.0,30.0,6.0,23.0,70000000000.0,141.0,0,0,0,0,61.537,10.7584265,106.6727204,3.697926043243007,0.1718438296278109,193.0,0.0808248175898799,81.0,0.0685624175584255,51.0,0.0700867890565216,70.0,0.0913558508966055,13.0,0.1041175126627032,91.0,3.0810228719302075,3.0,6,10,2,0,10,53,cluster_2,cluster_10,cluster_3,496453900.7092199,141.0,30.0,6.0,23.0,6.0,3.697926043243007,61.537
phường sài gòn,1,2.0,2.0,30.0,4.0,18.5,36000000000.0,74.0,0,0,0,0,15.468,10.7803088,106.7054885,0.6277042037044096,0.4752517013792162,114.0,0.3183914802084917,68.0,0.915369003541698,22.0,0.3312733645976148,97.0,0.690744449731313,15.0,0.0895344751277696,68.0,0.3523202858879943,7.0,6,10,2,0,10,53,cluster_19,cluster_43,cluster_0,486486486.4864865,74.0,30.0,4.0,18.5,2.0,0.6277042037044096,15.468
phường minh phụng,1,3.0,6.0,30.0,11.0,35.0,65000000000.0,389.0,0,0,0,0,71.502,10.7566993,106.6465801,6.347405962345484,0.2897405349640682,193.0,0.4641694033834687,67.0,0.534930568813806,44.0,0.8095463326053062,28.0,0.9979682168216238,5.0,0.0696003370800699,70.0,2.789766515743807,0.0,6,10,2,0,10,15,cluster_2,cluster_26,cluster_46,167095115.68123394,389.0,30.0,11.0,35.0,3.0,6.347405962345484,71.502
phường linh xuân,1,6.0,14.0,30.0,12.0,43.0,98000000000.0,701.0,0,0,0,0,12.883,10.8558331,106.7665022,11.300277792630803,0.1857879862172693,64.0,0.0,12.0,0.7677626077515092,8.0,1.1943370644603732,13.0,0.6647022187754321,1.0,0.126863551560206,53.0,1.1850821654301478,5.0,6,10,2,0,10,22,cluster_4,cluster_4,cluster_32,139800285.3067047,701.0,30.0,12.0,43.0,6.0,11.300277792630803,12.883
phường cát lái,1,2.0,4.0,30.0,10.0,20.0,59000000000.0,200.0,0,0,0,0,3.494,10.7698786,106.7746914,8.107863130958895,0.6000846300525993,21.0,1.524086996049615,5.0,0.4037055825764102,6.0,0.4111098762258814,7.0,2.259969133675176,1.0,0.1253466986572062,12.0,4.775883638944245,1.0,6,10,2,0,10,12,cluster_12,cluster_47,cluster_33,295000000.0,200.0,30.0,10.0,20.0,2.0,8.107863130958895,3.494
phường xóm chiếu,1,5.0,5.0,30.0,8.6,26.0,125000000000.0,215.0,0,0,0,0,29.832,10.7663363,106.7055309,1.2735307702675205,0.1406136249362628,119.0,0.2808952950299065,80.0,0.3171644773806937,27.0,0.3141160316927794,84.0,0.7967440893228558,17.0,0.0150291938624215,64.0,0.979780462139088,6.0,6,10,2,0,10,7,cluster_11,cluster_43,cluster_35,581395348.8372093,215.0,30.0,8.6,26.0,5.0,1.2735307702675205,29.832
phường sài gòn,1,3.0,3.0,30.0,4.0,18.0,50000000000.0,72.0,0,0,0,0,15.468,10.7803088,106.7054885,0.6277042037044096,0.4752517013792162,114.0,0.3183914802084917,68.0,0.915369003541698,22.0,0.3312733645976148,97.0,0.690744449731313,15.0,0.0895344751277696,68.0,0.3523202858879943,7.0,6,10,2,0,10,53,cluster_19,cluster_43,cluster_0,694444444.4444444,72.0,30.0,4.0,18.0,3.0,0.6277042037044096,15.468
phường tân định,1,1.0,8.0,10.0,11.0,24.5,76000000000.0,244.0,1,1,1,1,39.45,10.7911838,106.6923819,1.8341731692460648,0.1037729567112353,143.0,0.3167659159924683,74.0,0.2917832726058462,27.0,0.1248165769533943,100.0,1.4754329743928578,13.0,0.1220474644889992,50.0,2.0311407966409747,6.0,6,10,2,0,10,97,cluster_19,cluster_22,cluster_28,311475409.8360656,244.0,10.0,11.0,24.5,1.0,1.8341731692460648,39.45
phường cầu ông lãnh,1,4.0,4.0,12.0,4.0,18.0,32000000000.0,92.0,1,1,1,1,49.209,10.7607239,106.6855219,2.4556959745761966,0.3459743034941879,179.0,0.0153283944002021,91.0,0.5085132998948451,47.0,0.339885480764521,99.0,0.5212950285564317,20.0,0.106431556512389,75.0,1.7626609538487792,3.0,6,10,2,0,10,70,cluster_11,cluster_20,cluster_31,347826086.95652175,92.0,12.0,4.0,18.0,4.0,2.4556959745761966,49.209
phường phú thuận,1,4.0,4.0,18.0,7.6,18.0,22000000000.0,132.0,0,0,0,0,7.971,10.7311388,106.7351885,6.299759548951935,0.1706159826026987,42.0,0.6336349171432101,16.0,0.3671769500230161,3.0,0.7136863789991847,11.0,1.4307972222708116,2.0,0.3768279699462217,15.0,2.789766515743807,0.0,6,10,2,0,10,21,cluster_7,cluster_32,cluster_54,166666666.66666666,132.0,18.0,7.6,18.0,4.0,6.299759548951935,7.971
phường tân thới hiệp,1,1.0,2.0,10.0,45.0,90.0,129000000000.0,3506.0,1,1,0,1,20.851,10.8771275,106.6409853,12.877722913273034,0.5151992694731881,27.0,0.0955226367025501,2.0,0.3267157267219072,3.0,0.1292370510597139,5.0,1.539368194035441,0.0,0.0128664073498184,27.0,2.789766515743807,0.0,6,10,2,0,10,65,cluster_14,cluster_12,cluster_79,36794067.31317741,3506.0,10.0,45.0,90.0,1.0,12.877722913273034,20.851
phường hòa hưng,1,6.0,10.0,15.0,4.4,16.0,17800000000.0,63.0,1,1,1,1,37.225,10.7805019,106.6690519,3.505883660449315,0.1415377766554875,207.0,0.5680529333412037,85.0,0.2527899672560975,45.0,0.1941229943961127,76.0,1.0994676371006598,10.0,0.3986130548213614,30.0,3.3255896613927702,3.0,6,10,2,0,10,95,cluster_2,cluster_29,cluster_40,282539682.53968257,63.0,15.0,4.4,16.0,6.0,3.505883660449315,37.225
phường diên hồng,1,4.0,6.0,20.0,4.0,27.0,35000000000.0,110.0,1,1,1,1,40.663,10.7673031,106.6639559,4.177717404417766,0.1321456498930087,217.0,0.6222421286803709,83.0,0.0770050538488039,55.0,0.1406451216433702,58.0,0.7120967895816094,8.0,0.1383351558074551,65.0,3.732512409760755,3.0,6,10,2,0,10,72,cluster_2,cluster_29,cluster_98,318181818.1818182,110.0,20.0,4.0,27.0,4.0,4.177717404417766,40.663
phường phú thọ hòa,1,4.0,4.0,8.0,4.0,14.0,9800000000.0,56.0,0,0,0,0,46.502,10.7816272,106.6325645,7.491990724545586,0.5437001786480844,138.0,1.043868170816649,45.0,0.7408236185827164,27.0,0.4174937262587679,30.0,2.7826861671501675,1.0,0.2677999609885199,43.0,2.789766515743807,0.0,6,10,2,0,10,53,cluster_10,cluster_9,cluster_66,175000000.0,56.0,8.0,4.0,14.0,4.0,7.491990724545586,46.502
phường bình lợi trung,1,5.0,6.0,12.0,4.5,20.0,16500000000.0,90.0,0,0,0,0,29.851,10.8143593,106.6949846,4.193692198045986,0.2964289749244463,89.0,1.0201470766061114,36.0,0.3530005832131173,14.0,0.2431588066858871,36.0,2.033952162050202,5.0,0.1253517781441358,48.0,3.0225326888196205,6.0,6,10,2,0,10,186,cluster_1,cluster_27,cluster_6,183333333.33333334,90.0,12.0,4.5,20.0,5.0,4.193692198045986,29.851
phường tây thạnh,1,2.0,1.0,8.0,4.0,6.0,3600000000.0,24.0,0,1,0,0,18.384,10.8130355,106.6227282,9.437312222337708,0.1156142002452594,79.0,1.182567249656402,12.0,0.7911228419865303,7.0,1.042429527974456,16.0,1.4357153886046683,1.0,0.0490866444386959,28.0,2.789766515743807,0.0,6,10,2,0,10,38,cluster_6,cluster_36,cluster_86,150000000.0,24.0,8.0,4.0,6.0,2.0,9.437312222337708,18.384
phường hòa hưng,1,6.0,16.0,12.0,16.0,6.0,30000000000.0,90.0,0,0,0,0,37.225,10.7805019,106.6690519,3.505883660449315,0.1415377766554875,207.0,0.5680529333412037,85.0,0.2527899672560975,45.0,0.1941229943961127,76.0,1.0994676371006598,10.0,0.3986130548213614,30.0,3.3255896613927702,3.0,6,10,2,0,10,95,cluster_2,cluster_29,cluster_40,333333333.3333333,90.0,12.0,16.0,6.0,6.0,3.505883660449315,37.225
phường an hội đông,1,5.0,10.0,8.0,6.0,20.0,11000000000.0,120.0,0,0,0,0,34.553,10.8544854,106.661337,9.610839906253789,0.0506350961840065,59.0,1.988654967421979,9.0,0.5851174066101005,6.0,0.9285346601064232,7.0,3.024858762472106,1.0,0.1791539231086523,31.0,2.789766515743807,0.0,6,10,2,0,10,22,cluster_17,cluster_19,cluster_87,91666666.66666667,120.0,8.0,6.0,20.0,5.0,9.610839906253789,34.553
phường an hội tây,1,1.0,1.0,16.0,30.0,100.0,250000000000.0,3000.0,0,0,0,1,31.76,10.8421489,106.6386769,9.9193041191287,0.0447049768024632,62.0,2.1702782347422387,9.0,0.6533975509460673,9.0,0.1618420502101994,15.0,3.959198285045436,0.0,0.0882281879422681,31.0,2.789766515743807,0.0,6,10,2,0,10,69,cluster_17,cluster_24,cluster_27,83333333.33333333,3000.0,16.0,30.0,100.0,1.0,9.9193041191287,31.76
phường xuân hòa,1,1.0,4.0,20.0,14.0,21.0,92000000000.0,284.0,0,0,0,0,21.831,10.7824046,106.6895335,1.3842360927551391,0.1362858508209465,177.0,0.392725688709276,81.0,0.8309996539468081,44.0,0.306041499917031,114.0,0.4875412983036777,17.0,0.0903504268932904,90.0,1.56192760975934,5.0,6,10,2,0,10,99,cluster_19,cluster_22,cluster_59,323943661.97183096,284.0,20.0,14.0,21.0,1.0,1.3842360927551391,21.831
phường bến thành,1,4.0,6.0,20.0,14.0,39.0,170000000000.0,546.0,0,0,0,0,38.809,10.7697658,106.6968854,0.9030639858522528,0.1764317325313514,146.0,0.3786499075275946,88.0,0.3340491056014009,40.0,0.0243052720372051,101.0,0.3829654363777388,19.0,0.0311660268603045,104.0,0.1703670445237422,5.0,6,10,2,0,10,95,cluster_11,cluster_43,cluster_35,311355311.35531133,546.0,20.0,14.0,39.0,4.0,0.9030639858522528,38.809
phường hòa hưng,1,7.0,8.0,25.0,14.0,20.0,58000000000.0,280.0,0,0,0,0,37.225,10.7805019,106.6690519,3.505883660449315,0.1415377766554875,207.0,0.5680529333412037,85.0,0.2527899672560975,45.0,0.1941229943961127,76.0,1.0994676371006598,10.0,0.3986130548213614,30.0,3.3255896613927702,3.0,6,10,2,0,10,95,cluster_2,cluster_29,cluster_40,207142857.14285713,280.0,25.0,14.0,20.0,7.0,3.505883660449315,37.225
phường bến thành,1,4.0,8.0,25.0,8.0,20.0,59000000000.0,145.0,0,0,0,0,38.809,10.7697658,106.6968854,0.9030639858522528,0.1764317325313514,146.0,0.3786499075275946,88.0,0.3340491056014009,40.0,0.0243052720372051,101.0,0.3829654363777388,19.0,0.0311660268603045,104.0,0.1703670445237422,5.0,6,10,2,0,10,95,cluster_11,cluster_43,cluster_35,406896551.7241379,145.0,25.0,8.0,20.0,4.0,0.9030639858522528,38.809
phường cầu ông lãnh,1,3.0,6.0,30.0,8.5,16.0,60000000000.0,104.0,0,0,0,0,49.209,10.7607239,106.6855219,2.4556959745761966,0.3459743034941879,179.0,0.0153283944002021,91.0,0.5085132998948451,47.0,0.339885480764521,99.0,0.5212950285564317,20.0,0.106431556512389,75.0,1.7626609538487792,3.0,6,10,2,0,10,70,cluster_11,cluster_20,cluster_31,576923076.9230769,104.0,30.0,8.5,16.0,3.0,2.4556959745761966,49.209
phường hòa hưng,1,3.0,6.0,30.0,5.0,21.0,32000000000.0,105.0,0,0,0,0,37.225,10.7805019,106.6690519,3.505883660449315,0.1415377766554875,207.0,0.5680529333412037,85.0,0.2527899672560975,45.0,0.1941229943961127,76.0,1.0994676371006598,10.0,0.3986130548213614,30.0,3.3255896613927702,3.0,6,10,2,0,10,95,cluster_2,cluster_29,cluster_40,304761904.7619048,105.0,30.0,5.0,21.0,3.0,3.505883660449315,37.225
phường bến thành,1,4.0,6.0,30.0,5.0,15.0,35000000000.0,75.0,0,0,0,0,38.809,10.7697658,106.6968854,0.9030639858522528,0.1764317325313514,146.0,0.3786499075275946,88.0,0.3340491056014009,40.0,0.0243052720372051,101.0,0.3829654363777388,19.0,0.0311660268603045,104.0,0.1703670445237422,5.0,6,10,2,0,10,95,cluster_11,cluster_43,cluster_35,466666666.6666667,75.0,30.0,5.0,15.0,4.0,0.9030639858522528,38.809
phường chợ quán,1,3.0,5.0,30.0,3.7,20.0,28500000000.0,74.0,0,0,0,0,49.645,10.7546957,106.6849182,3.014593454140083,0.3241044718172312,169.0,0.3112080841955486,82.0,0.159361009708267,44.0,0.7452963371051138,87.0,1.0997159326303276,20.0,0.1351310290030301,57.0,2.2897201696442395,3.0,6,10,2,0,10,38,cluster_11,cluster_42,cluster_31,385135135.1351351,74.0,30.0,3.7,20.0,3.0,3.014593454140083,49.645
