locality,property_type,num_floors,num_bedrooms,road_width_m,width_m,length_m,price_vnd,area_m2,dining_room_bin,kitchen_bin,terrace_bin,car_parking_bin,locality_population_density,lat,lon,distance_to_center_km,nearest_school_km,school_count_3km,nearest_hospital_km,hospital_count_5km,nearest_marketplace_km,marketplace_count_3km,nearest_supermarket_km,supermarket_count_3km,nearest_mall_km,mall_count_3km,nearest_bus_stop_km,bus_stop_count_1km,nearest_metro_km,metro_count_5km,post_month,post_day_of_month,post_weekday,post_is_weekend,post_age_days,locality_listing_count,location_cluster_20,location_cluster_50,location_cluster_100,price_per_m2,property_type_area_m2,property_type_road_width_m,property_type_width_m,property_type_length_m,property_type_num_floors,property_type_distance_to_center_km,property_type_locality_population_density
phường hiệp bình,0,3.0,4.0,3.5,7.0,18.0,6900000000.0,137.0,0,0,0,0,13.469,10.8264381,106.712283,5.619194501490771,0.4488826876728026,52.0,2.913708152983772,16.0,0.4767576975393963,6.0,0.4858052693822553,27.0,1.0213146242196642,2.0,0.2952877885045731,20.0,3.305394095862167,5.0,6,10,2,0,10,40,cluster_1,cluster_35,cluster_95,50364963.50364964,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phường thủ đức,0,1.0,7.0,4.0,15.0,18.0,10300000000.0,167.0,0,0,0,0,13.502,10.8458472,106.7710839,10.81987931143446,0.2377140683629008,57.0,0.7367974807723944,12.0,0.6859962190191502,7.0,0.4125829377603607,13.0,0.7918122175298586,2.0,0.0149293567152142,79.0,0.0876469449229472,6.0,6,10,2,0,10,29,cluster_4,cluster_4,cluster_32,61676646.70658682,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phường cầu ông lãnh,1,3.0,6.0,7.0,9.0,28.0,52000000000.0,262.0,0,0,0,0,49.209,10.758902,106.6923243,2.2006988692190257,0.1334827148595274,156.0,0.5086398109296493,84.0,0.2781102061884785,40.0,0.2041934242109331,89.0,0.4356517737680498,19.0,0.1072129839145376,69.0,1.4646657716286318,4.0,6,10,2,0,10,70,cluster_11,cluster_20,cluster_31,198473282.4427481,262.0,7.0,9.0,28.0,3.0,2.2006988692190257,49.209
phường bình lợi trung,0,4.0,5.0,12.0,5.0,20.0,14000000000.0,100.0,1,1,1,1,29.851,10.8121692,106.6890001,4.112581477404753,0.4565679062660852,100.0,0.9648646711095724,45.0,0.4270974381636809,12.0,0.7267889052948817,44.0,1.7646033758331194,7.0,0.1603263159358853,39.0,3.402817942930343,5.0,6,10,2,0,10,186,cluster_1,cluster_27,cluster_6,140000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phường tân sơn,0,3.0,4.0,2.0,33.0,14.0,5650000000.0,42.0,1,1,1,1,7.631,10.8210903,106.6369289,8.534402923626612,0.1820520855199053,75.0,2.023959165028675,19.0,0.3542688047008157,9.0,0.735913458910675,14.0,2.844878549687823,3.0,0.6596656392807734,11.0,2.789766515743807,0.0,6,10,2,0,10,121,cluster_6,cluster_36,cluster_19,134523809.52380952,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phường tân bình,1,1.0,2.0,10.0,5.0,14.0,11900000000.0,70.0,1,1,0,1,42.157,10.7983563,106.6463241,6.4232480821112174,0.2630116487217966,131.0,0.546995096737269,49.0,0.0447465857250088,21.0,1.195024347818329,21.0,0.7797317274616953,4.0,0.1908999184323034,43.0,2.789766515743807,0.0,6,10,2,0,10,142,cluster_13,cluster_1,cluster_34,170000000.0,70.0,10.0,5.0,14.0,1.0,6.4232480821112174,42.157
phường tân sơn,1,2.0,4.0,16.0,9.0,17.0,24900000000.0,155.0,1,1,0,1,7.631,10.8155712,106.6336177,8.511132076400708,0.4185332425970535,76.0,1.9338599672992576,19.0,0.3787403418224322,8.0,0.353773766732773,17.0,2.4096044770268485,3.0,0.190437074846856,22.0,2.789766515743807,0.0,6,10,2,0,10,121,cluster_6,cluster_36,cluster_19,160645161.29032257,155.0,16.0,9.0,17.0,2.0,8.511132076400708,7.631
phường tân bình,1,8.0,8.0,30.0,27.0,45.0,200000000000.0,1200.0,1,1,1,1,42.157,11.0727938,106.6998522,32.73024799248876,0.4800900072813918,5.0,4.4845363613594165,2.0,0.941972746731735,2.0,0.4714212209577637,0.0,3.8181403719301046,0.0,0.8441691967817977,4.0,2.789766515743807,0.0,6,10,2,0,10,142,cluster_3,cluster_11,cluster_2,166666666.66666666,1200.0,30.0,27.0,45.0,8.0,32.73024799248876,42.157
phường xóm chiếu,1,6.0,6.0,30.0,9.0,26.0,100000000000.0,1100.0,1,1,0,1,29.832,10.7663363,106.7055309,1.2735307702675205,0.1406136249362628,119.0,0.2808952950299065,80.0,0.3171644773806937,27.0,0.3141160316927794,84.0,0.7967440893228558,17.0,0.0150291938624215,64.0,0.979780462139088,6.0,6,10,2,0,10,7,cluster_11,cluster_43,cluster_35,90909090.9090909,1100.0,30.0,9.0,26.0,6.0,1.2735307702675205,29.832
phường vĩnh hội,1,8.0,8.0,30.0,14.0,30.0,75000000000.0,500.0,1,1,1,1,53.859,10.7543761,106.7024861,2.4974689918617576,0.1774105674163524,108.0,0.2970414980037568,77.0,0.3338025693610792,30.0,0.198153354120201,72.0,1.148277326375406,18.0,0.1660315755253813,57.0,1.9010241228357168,4.0,6,10,2,0,10,8,cluster_11,cluster_3,cluster_88,150000000.0,500.0,30.0,14.0,30.0,8.0,2.4974689918617576,53.859
phường tây thạnh,0,5.0,35.0,6.0,8.2,30.0,29500000000.0,260.0,1,1,1,1,18.384,10.8088224,106.627121,8.807509389083197,0.0294791594353756,83.0,1.3635580200973545,17.0,0.5932092447268658,10.0,0.8001273490383777,20.0,1.3886210865628896,3.0,0.1563040469779894,48.0,2.789766515743807,0.0,6,10,2,0,10,38,cluster_6,cluster_36,cluster_86,113461538.46153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phường phước long,0,2.0,4.0,4.0,5.0,20.0,8000000000.0,100.0,0,0,0,0,14.879,10.821525,106.7794817,9.910499009049218,0.4286044737646985,31.0,0.9384166666406574,10.0,0.9346578924209148,4.0,1.236816629672284,6.0,3.5144643280134087,0.0,0.0286389296953232,29.0,2.1024084901851228,6.0,6,10,2,0,10,63,cluster_4,cluster_46,cluster_45,80000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phường hiệp bình,0,1.0,4.0,3.5,15.0,18.0,9500000000.0,148.0,0,0,0,0,13.469,10.8581238,106.7462754,10.263602263511393,0.300567169540245,49.0,0.6981583886718605,12.0,1.2292487231913594,9.0,0.8830898127203874,9.0,2.2536769307371505,1.0,0.2297439394968452,24.0,3.062530962661393,4.0,6,10,2,0,10,40,cluster_4,cluster_23,cluster_93,64189189.18918919,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phường bến thành,1,6.0,6.0,20.0,4.0,22.0,43000000000.0,64.0,0,0,0,0,38.809,10.7676002,106.6868218,1.8517516537011345,0.2079713956963002,183.0,0.1684181091586486,89.0,0.2429728003619571,45.0,0.0782999069793001,114.0,0.4561039653520926,19.0,0.1113771048084616,84.0,1.2652112073532722,4.0,6,20,5,1,0,95,cluster_11,cluster_20,cluster_99,671875000.0,64.0,20.0,4.0,22.0,6.0,1.8517516537011345,38.809
phường tân sơn hòa,1,4.0,5.0,20.0,5.0,24.0,30000000000.0,117.0,0,0,0,0,24.485,10.7977273,106.663405,4.703474913456767,0.1318908513076606,141.0,0.5078039785070364,73.0,0.3356930093322446,20.0,0.2939590772215233,33.0,1.1630886441701704,4.0,0.0824946263361064,38.0,4.795021280006875,2.0,6,20,5,1,0,85,cluster_13,cluster_16,cluster_12,256410256.41025642,117.0,20.0,5.0,24.0,4.0,4.703474913456767,24.485
phường tân hưng,1,2.0,5.0,12.0,8.0,20.0,26500000000.0,240.0,1,1,1,1,17.995,10.7317172,106.7040762,5.009862368046925,0.7809649885468719,74.0,0.603660915797334,47.0,1.4895080013065425,7.0,0.2283578028369565,25.0,0.211448813686372,3.0,0.2933342788656984,31.0,4.392064166692225,2.0,6,20,5,1,0,53,cluster_11,cluster_3,cluster_29,110416666.66666667,240.0,12.0,8.0,20.0,2.0,5.009862368046925,17.995
phường bàn cờ,1,2.0,3.0,8.0,4.5,12.0,11900000000.0,44.0,1,1,0,1,68.299,10.7717256,106.6840979,1.924714076598064,0.2282182092462347,188.0,0.3766118261101341,86.0,0.2001158664426361,44.0,0.1996627877637552,117.0,0.2994541375622043,19.0,0.057193193732501,78.0,1.5101362261367306,4.0,6,20,5,1,0,44,cluster_11,cluster_20,cluster_99,270454545.45454544,44.0,8.0,4.5,12.0,2.0,1.924714076598064,68.299
phường tân sơn,0,5.0,5.0,10.0,5.1,30.0,15900000000.0,142.0,0,0,0,0,7.631,10.8155712,106.6336177,8.511132076400708,0.4185332425970535,76.0,1.9338599672992576,19.0,0.3787403418224322,8.0,0.353773766732773,17.0,2.4096044770268485,3.0,0.190437074846856,22.0,2.789766515743807,0.0,6,20,5,1,0,121,cluster_6,cluster_36,cluster_19,111971830.9859155,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phường hiệp bình,0,1.0,3.0,10.0,5.0,18.0,2019000000.0,70.0,0,0,0,0,13.469,10.8584425,106.7233268,9.34716233130603,0.1521961750599395,23.0,1.4315280024821837,8.0,0.5794223263858904,3.0,1.240924772029185,6.0,3.386619312596045,0.0,0.0454686379845107,14.0,2.789766515743807,0.0,6,20,5,1,0,40,cluster_0,cluster_23,cluster_14,28842857.14285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phường xuân hòa,0,2.0,4.0,5.0,5.0,12.0,3280000000.0,51.0,0,0,0,0,21.831,10.7824046,106.6895335,1.3842360927551391,0.1362858508209465,177.0,0.392725688709276,81.0,0.8309996539468081,44.0,0.306041499917031,114.0,0.4875412983036777,17.0,0.0903504268932904,90.0,1.56192760975934,5.0,6,20,5,1,0,99,cluster_19,cluster_22,cluster_59,64313725.49019608,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phường hạnh thông,0,2.0,2.0,5.0,5.0,18.0,2900000000.0,50.0,0,0,0,0,38.239,10.8189526,106.6766549,5.354201753705501,0.5244354232614753,79.0,0.4582358259084895,38.0,1.260310468717793,11.0,1.1419750720307469,25.0,0.8297774882448749,7.0,0.2578944776998751,27.0,4.946305180345097,1.0,6,20,5,1,0,54,cluster_1,cluster_31,cluster_77,58000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phường phú nhuận,0,3.0,3.0,5.0,4.0,15.0,3360000000.0,60.0,1,1,1,1,46.863,10.794035,106.6770483,3.22443271667124,0.0694095480430843,168.0,0.3416504369705601,81.0,0.574598789523646,24.0,0.2112956719001877,58.0,2.0061668906688466,8.0,0.1530383602394927,46.0,3.4224638087302064,4.0,6,20,5,1,0,89,cluster_19,cluster_45,cluster_58,56000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phường cầu kiệu,0,4.0,5.0,3.0,3.6,14.0,10300000000.0,53.0,0,0,0,0,50.946,10.7979614,106.6845191,2.9388473887582607,0.2691905862944226,150.0,0.6821900984891284,68.0,0.3151453261407719,20.0,0.2675606865568142,63.0,2.287554970736623,4.0,0.3632452012423365,35.0,3.156751157930444,5.0,6,20,5,1,0,93,cluster_19,cluster_45,cluster_92,194339622.64150944,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phường an phú đông,0,3.0,4.0,6.0,4.0,16.0,5950000000.0,60.0,1,1,1,1,12.277,10.8665872,106.6826449,10.11945987016791,0.8671424089089891,30.0,2.10770855762923,7.0,0.2959173303906273,5.0,1.936095839058789,3.0,3.939292198843925,0.0,0.2889235041432218,15.0,2.789766515743807,0.0,6,20,5,1,0,48,cluster_0,cluster_33,cluster_13,99166666.66666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phường cầu ông lãnh,0,5.0,5.0,6.0,4.1,18.0,19700000000.0,300.0,0,0,0,0,49.209,10.7586762,106.6871256,2.5165574682638794,0.2382065710618411,175.0,0.2720899200508758,85.0,0.3475292585322981,43.0,0.4376213933605064,91.0,0.8076369151653383,20.0,0.1129257955810679,70.0,1.7964196622512754,3.0,6,20,5,1,0,70,cluster_11,cluster_20,cluster_31,65666666.666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phường hạnh thông,0,1.0,3.0,5.0,4.0,10.8,2250000000.0,43.0,1,1,1,1,38.239,10.820406,106.6840157,5.15442807966281,0.2494847903364127,74.0,0.4132828544021341,33.0,0.4901964967254911,10.0,0.8504405383542083,26.0,0.7045242023991288,7.0,0.0480005790263471,43.0,4.371967127018114,3.0,6,20,5,1,0,54,cluster_1,cluster_31,cluster_37,52325581.39534884,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phường đức nhuận,0,2.0,3.0,5.0,5.0,12.72,3150000000.0,63.0,1,1,1,1,32.947,10.8067414,106.66908,4.796422182944646,0.5477714107224352,116.0,0.5675619804281183,51.0,1.2172085411490003,19.0,0.8418102528504364,33.0,0.7893998809406549,9.0,0.084249296743144,42.0,5.010827876935172,2.0,6,20,5,1,0,64,cluster_13,cluster_16,cluster_77,50000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phường tân sơn hòa,0,1.0,3.0,5.0,5.0,11.6,2890000000.0,58.0,1,1,1,1,24.485,10.8001232,106.6675451,4.461557901346235,0.1733989438830429,135.0,0.0305450150507384,70.0,0.794278571905715,19.0,0.2076071235066953,37.0,1.4435863066626515,5.0,0.1181614011811564,40.0,4.6284685472765466,3.0,6,20,5,1,0,85,cluster_13,cluster_16,cluster_12,49827586.20689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phường đức nhuận,0,1.0,3.0,5.0,5.0,12.12,2680000000.0,60.0,1,1,1,1,32.947,10.7924048,106.6763627,3.184773385071648,0.0696718938111053,172.0,0.2659390659990112,81.0,0.5110507580872001,29.0,0.0932510708644168,63.0,1.848545827446116,8.0,0.1743181063292845,42.0,3.3424814045816604,4.0,6,20,5,1,0,64,cluster_19,cluster_45,cluster_25,44666666.666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phường bình thạnh,0,2.0,3.0,6.0,5.0,12.4,2300000000.0,62.0,1,1,1,1,38.042,10.8099716,106.7040735,3.6745831092845913,0.3517058281966545,103.0,1.066645883462131,37.0,0.9607827361666568,17.0,0.1228654507037159,50.0,2.7351877334377805,2.0,0.1448124211405867,47.0,1.9831090837511047,7.0,6,20,5,1,0,100,cluster_1,cluster_0,cluster_57,37096774.19354839,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phường hạnh thông,0,2.0,3.0,6.0,5.0,12.12,3300000000.0,60.0,1,1,1,1,38.239,10.8183828,106.6866804,4.844897245825004,0.1446252794333038,75.0,0.6418370847924162,35.0,0.5696396859678009,10.0,0.8944871952221576,31.0,1.061857611424201,7.0,0.1514562078101606,41.0,4.004567351819027,3.0,6,20,5,1,0,54,cluster_1,cluster_27,cluster_6,55000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
phường xuân hòa,1,2.0,3.0,6.0,4.0,15.0,3890000000.0,61.0,0,0,0,0,21.831,10.7913777,106.6859365,2.2896943730867028,0.2692862053339944,157.0,0.4272303860638807,80.0,0.4498726492118163,33.0,0.4727236156339341,96.0,1.545056961267051,14.0,0.1453706473294013,51.0,2.5048101852370164,5.0,6,19,4,0,1,99,cluster_19,cluster_22,cluster_28,63770491.80327869,61.0,6.0,4.0,15.0,2.0,2.2896943730867028,21.831
phường chợ quán,1,4.0,4.0,6.0,6.0,15.0,3960000000.0,90.0,0,0,0,0,49.645,10.7628882,106.6793099,2.824549820053111,0.2220728591892263,192.0,0.2830147980543152,88.0,0.1942165536868192,50.0,0.1563192718859493,92.0,0.376769952429714,21.0,0.1152226651960011,90.0,2.2184400336483803,3.0,6,19,4,0,1,38,cluster_11,cluster_20,cluster_31,44000000.0,90.0,6.0,6.0,15.0,4.0,2.824549820053111,49.645
phường bàn cờ,1,3.0,4.0,6.0,5.0,13.0,6350000000.0,65.0,0,0,0,0,68.299,10.7717404,106.6863799,1.68750072773337,0.1714764211582539,181.0,0.3174114748011489,87.0,0.3043537985316076,44.0,0.2297448318308255,116.0,0.4614093998815363,18.0,0.1043281640509522,85.0,1.2611487830956705,4.0,6,19,4,0,1,44,cluster_11,cluster_20,cluster_99,97692307.6923077,65.0,6.0,5.0,13.0,3.0,1.68750072773337,68.299
phường thạnh mỹ tây,1,3.0,3.0,5.0,4.3,15.0,5680000000.0,65.0,0,0,0,0,34.822,10.8026647,106.7157112,3.2780824543388385,0.3361760848828976,77.0,2.051791574401379,34.0,0.5647708444376871,11.0,0.6553638140396603,48.0,1.9153686262075424,4.0,0.0093486046253062,44.0,0.7314882932421559,8.0,6,19,4,0,1,112,cluster_12,cluster_38,cluster_16,87384615.38461539,65.0,5.0,4.3,15.0,3.0,3.2780824543388385,34.822
phường thạnh mỹ tây,1,3.0,6.0,8.0,4.4,18.55,4100000000.0,81.0,0,0,0,0,34.822,10.7892071,106.7095113,1.6553485638713554,0.087785663412797,96.0,1.1276130887525035,51.0,0.3055148497636705,18.0,0.1990286344046722,67.0,1.7542348165022048,13.0,0.1262488419161299,44.0,0.830302117164236,7.0,6,19,4,0,1,112,cluster_12,cluster_38,cluster_16,50617283.95061728,81.0,8.0,4.4,18.55,3.0,1.6553485638713554,34.822
phường trung mỹ tây,1,2.0,1.0,20.0,2.24,7.69,6500000000.0,38.0,0,0,0,0,18.25,10.8642121,106.6330047,12.181911528758596,0.7418772525065369,41.0,0.4482332845501475,6.0,1.6900766242846266,8.0,1.6255374221993315,9.0,1.539368194035441,0.0,0.0835556986483284,10.0,2.789766515743807,0.0,6,19,4,0,1,40,cluster_17,cluster_6,cluster_1,171052631.57894737,38.0,20.0,2.24,7.69,2.0,12.181911528758596,18.25
phường tân sơn,1,2.0,3.0,23.0,4.0,23.0,14500000000.0,92.0,1,1,1,1,7.631,10.8155712,106.6336177,8.511132076400708,0.4185332425970535,76.0,1.9338599672992576,19.0,0.3787403418224322,8.0,0.353773766732773,17.0,2.4096044770268485,3.0,0.190437074846856,22.0,2.789766515743807,0.0,6,17,2,0,3,121,cluster_6,cluster_36,cluster_19,157608695.6521739,92.0,23.0,4.0,23.0,2.0,8.511132076400708,7.631
phường đông hưng thuận,1,6.0,10.0,16.0,4.0,30.0,11500000000.0,120.0,1,1,1,1,22.142,10.8260496,106.6283208,9.62064236481902,0.2736165012049373,71.0,0.9444610683192696,12.0,0.916213032956956,7.0,0.1776735132993463,13.0,2.9983622910909657,1.0,0.2148919144002099,27.0,2.789766515743807,0.0,6,20,5,1,0,41,cluster_6,cluster_36,cluster_78,95833333.33333333,120.0,16.0,4.0,30.0,6.0,9.62064236481902,22.142
phường tân sơn hòa,1,6.0,16.0,12.0,4.3,20.0,16899999999.999998,83.0,0,0,0,0,24.485,10.7969917,106.6614073,4.857363561586759,0.3101428848010182,139.0,0.6742192297742482,73.0,0.2831981009363797,21.0,0.2004010802206919,32.0,0.9873793689904992,4.0,0.2099818870230122,40.0,4.920595234876973,2.0,6,20,5,1,0,85,cluster_13,cluster_16,cluster_12,203614457.8313253,83.0,12.0,4.3,20.0,6.0,4.857363561586759,24.485
phường đông hưng thuận,1,6.0,15.0,16.0,4.0,30.0,11150000000.0,135.0,1,1,1,1,22.142,10.8260496,106.6283208,9.62064236481902,0.2736165012049373,71.0,0.9444610683192696,12.0,0.916213032956956,7.0,0.1776735132993463,13.0,2.9983622910909657,1.0,0.2148919144002099,27.0,2.789766515743807,0.0,6,20,5,1,0,41,cluster_6,cluster_36,cluster_78,82592592.5925926,135.0,16.0,4.0,30.0,6.0,9.62064236481902,22.142
phường tân hòa,1,1.0,2.0,6.0,4.0,20.0,9800000000.0,69.0,0,0,0,0,63.563,10.7796711,106.6550735,5.021336037873732,0.0373920318586049,204.0,0.4528420689935472,77.0,0.2710416446789558,44.0,0.8033289255736322,49.0,1.8771453099744635,6.0,0.0706931836825017,39.0,4.7804271915525325,1.0,6,20,5,1,0,30,cluster_13,cluster_29,cluster_40,142028985.50724638,69.0,6.0,4.0,20.0,1.0,5.021336037873732,63.563
phường tân sơn,1,5.0,8.0,16.0,4.5,26.0,13890000000.0,120.0,1,1,1,1,7.631,10.8155712,106.6336177,8.511132076400708,0.4185332425970535,76.0,1.9338599672992576,19.0,0.3787403418224322,8.0,0.353773766732773,17.0,2.4096044770268485,3.0,0.190437074846856,22.0,2.789766515743807,0.0,6,20,5,1,0,121,cluster_6,cluster_36,cluster_19,115750000.0,120.0,16.0,4.5,26.0,5.0,8.511132076400708,7.631
phường phú nhuận,1,5.0,20.0,12.0,5.0,18.0,48000000000.0,148.0,0,0,0,0,46.863,10.796752,106.6735188,3.71339456643292,0.3426726328063157,156.0,0.2494039645872681,78.0,0.4049444663141687,24.0,0.1119996474404335,51.0,1.994982495951152,7.0,0.0170564583824814,43.0,3.9046889254884194,4.0,6,20,5,1,0,89,cluster_19,cluster_16,cluster_58,324324324.3243243,148.0,12.0,5.0,18.0,5.0,3.71339456643292,46.863
phường tân sơn hòa,1,8.0,11.0,8.0,5.0,18.0,28000000000.0,90.0,0,0,0,0,24.485,10.8001232,106.6675451,4.461557901346235,0.1733989438830429,135.0,0.0305450150507384,70.0,0.794278571905715,19.0,0.2076071235066953,37.0,1.4435863066626515,5.0,0.1181614011811564,40.0,4.6284685472765466,3.0,6,20,5,1,0,85,cluster_13,cluster_16,cluster_12,311111111.1111111,90.0,8.0,5.0,18.0,8.0,4.461557901346235,24.485
phường hòa hưng,1,11.0,10.0,10.0,4.0,16.0,36000000000.0,64.0,1,1,1,1,37.225,10.7805019,106.6690519,3.505883660449315,0.1415377766554875,207.0,0.5680529333412037,85.0,0.2527899672560975,45.0,0.1941229943961127,76.0,1.0994676371006598,10.0,0.3986130548213614,30.0,3.3255896613927702,3.0,6,19,4,0,1,95,cluster_2,cluster_29,cluster_40,562500000.0,64.0,10.0,4.0,16.0,11.0,3.505883660449315,37.225
phường nhiêu lộc,1,5.0,10.0,30.0,4.0,17.0,35000000000.0,310.0,1,1,1,1,51.515,10.7881908,106.6776897,2.829036298051577,0.0492632985194052,184.0,0.3577525471125211,84.0,0.3123186160351813,37.0,0.034764753465501,81.0,1.3607308020103004,12.0,0.0273806513602741,48.0,2.918029052645817,4.0,6,19,4,0,1,66,cluster_19,cluster_45,cluster_25,112903225.80645162,310.0,30.0,4.0,17.0,5.0,2.829036298051577,51.515
phường tân bình,1,3.0,4.0,30.0,5.2,20.0,33500000000.0,103.0,0,0,1,1,42.157,10.7983563,106.6463241,6.4232480821112174,0.2630116487217966,131.0,0.546995096737269,49.0,0.0447465857250088,21.0,1.195024347818329,21.0,0.7797317274616953,4.0,0.1908999184323034,43.0,2.789766515743807,0.0,6,19,4,0,1,142,cluster_13,cluster_1,cluster_34,325242718.4466019,103.0,30.0,5.2,20.0,3.0,6.4232480821112174,42.157
phường bến thành,1,2.0,3.0,30.0,4.5,13.0,40000000000.0,60.0,0,0,0,0,38.809,10.7712981,106.6912522,1.2236670935350549,0.0563889494725443,167.0,0.035183173837008,87.0,0.4400689635724368,44.0,0.1849216427245599,113.0,0.7554556937550766,18.0,0.1233172955404693,98.0,0.7262463304516601,5.0,6,19,4,0,1,95,cluster_11,cluster_20,cluster_99,666666666.6666666,60.0,30.0,4.5,13.0,2.0,1.2236670935350549,38.809
phường bến thành,1,6.0,60.0,30.0,10.0,25.0,145000000000.0,250.0,0,0,0,0,38.809,10.7803088,106.7054885,0.6277042037044096,0.4752517013792162,114.0,0.3183914802084917,68.0,0.915369003541698,22.0,0.3312733645976148,97.0,0.690744449731313,15.0,0.0895344751277696,68.0,0.3523202858879943,7.0,6,19,4,0,1,95,cluster_19,cluster_43,cluster_0,580000000.0,250.0,30.0,10.0,25.0,6.0,0.6277042037044096,38.809
phường tân hưng,1,2.0,2.0,20.0,5.0,20.0,22000000000.0,100.0,1,1,1,1,17.995,10.7510376,106.7154972,3.27607594375502,0.272559058679589,80.0,1.5188764160250725,48.0,0.334854315782336,16.0,0.6445274422737115,51.0,2.0325508513473585,15.0,0.0865628211901925,38.0,2.9261349288663707,3.0,6,19,4,0,1,53,cluster_11,cluster_32,cluster_97,220000000.0,100.0,20.0,5.0,20.0,2.0,3.27607594375502,17.995
phường cầu kiệu,1,5.0,4.0,20.0,3.1,14.9,13800000000.0,46.0,0,0,0,0,50.946,10.7979614,106.6845191,2.9388473887582607,0.2691905862944226,150.0,0.6821900984891284,68.0,0.3151453261407719,20.0,0.2675606865568142,63.0,2.287554970736623,4.0,0.3632452012423365,35.0,3.156751157930444,5.0,6,18,3,0,2,93,cluster_19,cluster_45,cluster_92,300000000.0,46.0,20.0,3.1,14.9,5.0,2.9388473887582607,50.946
phường chợ lớn,1,4.0,4.0,12.0,5.8,18.0,26000000000.0,86.0,0,0,0,0,50.938,10.7534574,106.6561341,5.540450720161035,0.2558790238908106,197.0,0.5216331107102349,72.0,0.3780656652583782,50.0,0.7486220583632587,30.0,0.1225463085184553,7.0,0.0966738404234248,74.0,4.959232397102429,1.0,6,17,2,0,3,21,cluster_2,cluster_10,cluster_46,302325581.39534885,86.0,12.0,5.8,18.0,4.0,5.540450720161035,50.938
phường đức nhuận,1,6.0,8.0,12.0,7.0,16.0,40000000000.0,115.0,0,0,0,0,32.947,10.8060128,106.6781263,4.071024484849459,0.2863551380653265,126.0,0.9594740108423676,54.0,0.2557060182205364,16.0,0.3004546537583896,50.0,1.5661612231982194,9.0,0.0996256618437394,35.0,4.233608911588102,5.0,6,16,1,0,4,64,cluster_1,cluster_27,cluster_77,347826086.95652175,115.0,12.0,7.0,16.0,6.0,4.071024484849459,32.947
xã hiệp phước,1,1.0,1.0,7.0,6.0,13.75,3650000000.0,82.0,0,0,0,0,1.166,10.6710495,106.7116789,11.767632322396116,1.0512488061193104,10.0,3.7396481621354094,1.0,4.494660025436024,0.0,2.671110664596607,2.0,1.539368194035441,0.0,1.2981848213646403,0.0,2.789766515743807,0.0,6,16,1,0,4,10,cluster_7,cluster_48,cluster_20,44512195.12195122,82.0,7.0,6.0,13.75,1.0,11.767632322396116,1.166
phường bình phú,1,1.0,2.0,10.0,4.4,9.0,5300000000.0,30.0,0,0,0,0,26.64,10.7365882,106.6337186,8.595145019539816,0.1198474119911748,104.0,1.104027598947022,36.0,0.4323543620325993,28.0,0.6969444739246097,12.0,1.782333534947693,2.0,0.260871328681729,35.0,2.789766515743807,0.0,6,16,1,0,4,25,cluster_16,cluster_25,cluster_11,176666666.66666666,30.0,10.0,4.4,9.0,1.0,8.595145019539816,26.64
phường cầu kiệu,1,5.0,1.0,40.0,6.6,14.0,35000000000.0,86.0,0,0,0,0,50.946,10.7968306,106.6913229,2.44074910241188,0.0989473603816921,142.0,0.6077150908310768,62.0,0.6173297645718273,20.0,0.3290326866051206,74.0,2.0832634559367755,11.0,0.5346105379488431,35.0,2.4962462509231447,6.0,6,20,5,1,0,93,cluster_19,cluster_22,cluster_92,406976744.18604654,86.0,40.0,6.6,14.0,5.0,2.44074910241188,50.946
phường đông hưng thuận,1,6.0,12.0,16.0,4.0,27.0,10900000000.0,105.0,0,0,0,0,22.142,10.8336411,106.6223482,10.638881145065326,0.1461111012793831,55.0,0.2188544033434083,6.0,0.3524991161992815,8.0,0.2606197971699321,14.0,3.613866341753112,0.0,0.1912376120363258,24.0,2.789766515743807,0.0,6,20,5,1,0,41,cluster_6,cluster_17,cluster_47,103809523.8095238,105.0,16.0,4.0,27.0,6.0,10.638881145065326,22.142
