link,title,post_day,street,old_address,locality,region,listing_id,direction,listing_type,property_type,legal_status,num_floors,num_bedrooms,road_width_m,width_m,length_m,price_vnd,area_m2,dining_room_bin,kitchen_bin,terrace_bin,car_parking_bin,owner_listing_bin,locality_square,locality_population_density,lat,lon,matched_address,distance_to_center_km,nearest_school_km,school_count_3km,nearest_hospital_km,hospital_count_5km,nearest_marketplace_km,marketplace_count_3km,nearest_supermarket_km,supermarket_count_3km,nearest_mall_km,mall_count_3km,nearest_bus_stop_km,bus_stop_count_1km,nearest_metro_km,metro_count_5km
https://alonhadat.com.vn/ban-nha-rieng-hem-xe-hoi-4-tang-moi-dep-lung-linh-p14-binh-thanh-18269430.html,Bán nhà riêng hẻm xe hơi 4 tầng mới đẹp lung linh P14 Bình Thạnh,2026-05-23,đường lê quang định,"Đường Lê Quang Định, Phường 14, Quận Bình Thạnh, Hồ Chí Minh (cũ)",phường bình thạnh,hồ chí minh,18269430,unknown,can_ban,nha_trong_hem,unknown,3.0,3.0,4.0,4.1,12.5,8900000000.0,50.0,0,0,0,0,0,"3,32",38.042,10.8045369,106.6985299,"đường lê quang định, phường bình thạnh, hồ chí minh, Vietnam",3.067975386545508,0.1536564277820822,117.0,0.3253671289426457,47.0,0.3173412790612379,16.0,0.127429078630904,61.0,3.0678526059733926,0.0,0.1082694455382833,47.0,2.0800873263501067,7.0
https://alonhadat.com.vn/sieu-vi-tri-toa-nha-ham-10-tang-le-thanh-ton-q1-dt-4-4x21m-93m2-110-ty-250tr-thang-17891053.html,SIÊU VỊ TRÍ TÒA NHÀ HẦM 10 TẦNG LÊ THÁNH TÔN-Q1.DT:4.4X21M. 93M2. 110 TỶ 250tr/tháng,2026-05-27,đường lê thánh tôn,"Đường Lê Thánh Tôn, Phường Bến Nghé, Quận 1, Hồ Chí Minh (cũ)",phường sài gòn,hồ chí minh,17891053,unknown,can_ban,nha_mat_tien,unknown,10.0,15.0,30.0,5.537749241945384,16.61324772583615,110000000000.0,92.0,0,0,0,0,0,"3,04",15.468,10.7781862,106.7017849,"Đường Lê Thánh Tôn, Phường Bến Nghé, Quận 1, Hồ Chí Minh, Vietnam",0.172067881268568,0.1388773993653652,130.0,0.3786369600356726,79.0,0.639428585125362,27.0,0.0323847319304168,103.0,0.5159869419863872,17.0,0.045150610045325,111.0,0.3204181215665058,6.0
https://alonhadat.com.vn/ban-biet-thu-khu-compound-284-nguyen-trong-tuyen-p10-phu-nhuan-7x25m-3-lau-sieu-dep-16693368.html,"Bán Biệt Thự Khu Compound 284 Nguyễn Trọng Tuyển p10 Phú Nhuận, 7x25m, 3 lầu siêu đẹp",2026-05-27,đường nguyễn trọng tuyển,"Đường Nguyễn Trọng Tuyển, Phường 10, Quận Phú Nhuận, Hồ Chí Minh (cũ)",phường phú nhuận,hồ chí minh,16693368,unknown,can_ban,nha_trong_hem,unknown,3.0,5.0,16.0,7.416198487095663,22.24859546128699,45000000000.0,165.0,0,0,0,0,0,"1,46",46.863,10.7978431,106.674643,"đường nguyễn trọng tuyển, phường phú nhuận, hồ chí minh, Vietnam",3.689531835435336,0.4288570629001585,154.0,0.3118117616331108,76.0,0.5711071626172188,19.0,0.2563639381331828,53.0,1.9454943767766408,6.0,0.1553122603368634,47.0,3.900284792001561,4.0
https://alonhadat.com.vn/-ban-gap-can-nha-ngay-cho-binh-chanh-dang-cho-thue-8trieu-th-630trieu-120m2-18261891.html,🔥🔥🔥Bán gấp căn nhà NGAY CHỢ BÌNH CHÁNH đang cho thuê 8triệu/th - 930Triệu - 120m2,2026-06-10,đường trịnh như khuê,"Đường Trịnh Như Khuê, Xã Bình Chánh, Huyện Bình Chánh, Hồ Chí Minh (cũ)",xã bình chánh,hồ chí minh,18261891,unknown,can_ban,nha_mat_tien,so_hong_so_do,1.0,3.0,6.0,6.0,20.0,930000000.0,120.0,1,1,1,1,0,"21,33",3.572,10.6638681,106.5703407,"xã bình chánh, hồ chí minh, Vietnam",18.981265909737505,0.4280784417305304,11.0,3.4931253947015146,3.0,0.2548342903826288,1.0,5.0,0.0,5.0,0.0,0.1251590262960086,12.0,5.0,0.0
https://alonhadat.com.vn/chu-sap-dinh-cu-nuoc-ngoai-giam-soc-2-ty-ban-nhanh-nha-mat-tien-nguyen-phi-khanh-60m2-qu-18765886.html,CHỦ SẮP ĐỊNH CƯ NƯỚC NGOÀI GIẢM SỐC 2 TỶ - BÁN NHANH NHÀ MẶT TIỀN NGUYỄN PHI KHANH 60M2 QU,2026-06-10,đường nguyễn phi khanh,"Đường Nguyễn Phi Khanh, Phường Tân Định, Quận 1, Hồ Chí Minh (cũ)",phường tân định,hồ chí minh,18765886,unknown,can_ban,nha_mat_tien,so_hong_so_do,2.0,4.0,12.0,4.0,15.0,20000000000.0,60.0,0,0,0,0,0,"1,23",39.45,10.7913566,106.6925536,"đường nguyễn phi khanh, phường tân định, hồ chí minh, Vietnam",1.8412823311213948,0.1299335621271443,143.0,0.3411335731658335,72.0,0.3175800768819949,27.0,0.0986909513623184,98.0,1.4975080964543197,13.0,0.0976871077550514,50.0,2.024950050348848,6.0
https://alonhadat.com.vn/thanh-ly-can-nha-cap-4-tp-hcm-ban-tra-no-18767045.html,Thanh lý căn nhà 1 trệt 1 lầu TP.HCM bán trả nợ,2026-06-10,đường bình hưng,"Đường Bình Hưng, Xã Bình Hưng, Huyện Bình Chánh, Hồ Chí Minh (cũ)",xã bình hưng,hồ chí minh,18767045,unknown,can_ban,nha_mat_tien,so_hong_so_do,1.0,3.0,7.0,5.0,18.0,1050000000.0,90.0,0,0,0,0,0,"32,40",5.665,10.7175692,106.6383685,"đường bình hưng, xã bình hưng, hồ chí minh, Vietnam",9.47896657188691,0.4221211458406833,42.0,2.362917492288598,16.0,0.7734166817990344,9.0,2.073354467134818,3.0,3.087711154854188,0.0,0.545569152010797,17.0,5.0,0.0
https://alonhadat.com.vn/ban-nha-tho-tien-decor-theo-y-thich-duong-au-duong-lan-quan-8-hem-xe-hoi-thong-thoang-18773007.html,"Bán nhà thô tiện decor theo ý thích đường Âu Dương Lân quận 8. Hẻm xe hơi, thông thoáng",2026-06-10,đường âu dương lân,"Đường Âu Dương Lân, Phường 3, Quận 8, Hồ Chí Minh (cũ)",phường chánh hưng,hồ chí minh,18773007,unknown,can_ban,nha_mat_tien,so_hong_so_do,6.0,100.0,7.0,10.0,45.0,65000000000.0,446.0,1,1,1,1,0,"4,61",41.368,10.7460099,106.6829836,"đường âu dương lân, phường chánh hưng, hồ chí minh, Vietnam",3.938890870016373,0.1026391394111249,142.0,0.6244011765486238,76.0,0.389629664161238,41.0,0.0111438965873269,62.0,0.7192455313154356,10.0,0.2217875008797816,29.0,3.203953797566647,3.0
https://alonhadat.com.vn/vi-tri-dep-nhat-tuyen-duong-mat-tien-tran-hung-dao-4-6x21m-4-tang-hdt-cao-gia-45-ty--18749098.html,"VỊ TRÍ ĐẸP NHẤT TUYẾN ĐƯỜNG-MẶT TIỀN TRẦN HƯNG ĐẠO- 4,6X21m-4 TẦNG- HĐT CAO- GIÁ: 45 TỶ.",2026-06-10,đường trần hưng đạo,"Đường Trần Hưng Đạo, Phường Phạm Ngũ Lão, Quận 1, Hồ Chí Minh (cũ)",phường bến thành,hồ chí minh,18749098,unknown,can_ban,nha_mat_tien,so_hong_so_do,4.0,6.0,50.0,4.6,21.0,45000000000.0,300.0,0,0,0,0,0,"1,85",38.809,10.7697658,106.6968854,"đường trần hưng đạo, phường bến thành, hồ chí minh, Vietnam",0.9030639858522528,0.1764317325313514,146.0,0.3786499075275946,88.0,0.3340491056014009,40.0,0.0243052720372051,101.0,0.3829654363777388,19.0,0.0311660268603045,104.0,0.1703670445237422,5.0
https://alonhadat.com.vn/mat-tien-tran-hung-dao-quan-1-dt-11x30m-vuong-dep-gan-300m2-gia-220-ty-18506832.html,"Mặt tiền Trần Hưng Đạo, Quận 1. DT 11x30m vuông đẹp gần 300m2, Giá 240 tỷ",2026-06-09,đường trần hưng đạo,"Đường Trần Hưng Đạo, Phường Cầu Kho, Quận 1, Hồ Chí Minh (cũ)",phường cầu ông lãnh,hồ chí minh,18506832,unknown,can_ban,nha_mat_tien,so_hong_so_do,2.0,2.0,40.0,11.0,30.0,240000000000.0,300.0,1,1,1,1,0,"1,60",49.209,10.7586762,106.6871256,"đường trần hưng đạo, phường cầu ông lãnh, hồ chí minh, Vietnam",2.5165574682638794,0.2382065710618411,175.0,0.2720899200508758,85.0,0.3475292585322981,43.0,0.4376213933605064,91.0,0.8076369151653383,20.0,0.1129257955810679,70.0,1.7964196622512754,3.0
https://alonhadat.com.vn/hoa-hong-200tr-chinh-chu-ban-nha-mat-tien-294-phan-van-tri-quan-binh-thanh-cu-18364403.html,Giảm 1 tỷ bán gấp 294 Phan Văn Trị Quận Bình Thạnh 63m2 3 lầu st 6 phòng,2026-06-09,đường phan văn trị,"Đường Phan Văn Trị, Phường 11, Quận Bình Thạnh, Hồ Chí Minh (cũ)",phường bình lợi trung,hồ chí minh,18364403,unknown,can_ban,nha_mat_tien,so_hong_so_do,4.0,6.0,25.0,5.3,18.0,11600000000.0,63.0,1,1,1,1,0,"3,89",29.851,10.8143593,106.6949846,"đường phan văn trị, phường bình lợi trung, hồ chí minh, Vietnam",4.193692198045986,0.2964289749244463,89.0,1.0201470766061114,36.0,0.3530005832131173,14.0,0.2431588066858871,36.0,2.033952162050202,5.0,0.1253517781441358,48.0,3.0225326888196205,6.0
https://alonhadat.com.vn/mat-tien-cu-xa-chu-van-an-khu-biet-thu-binh-thanh-16x20m-cn-320m2-gia-chi-48-ty-tl-18768723.html,Mặt tiền Cư Xá Chu Văn An – Khu biệt thự Bình Thạnh – 16x20m CN 320m2 giá chỉ 48 tỷ TL,2026-06-09,đường chu văn an,"Đường Chu Văn An, Phường 26, Quận Bình Thạnh, Hồ Chí Minh (cũ)",phường bình thạnh,hồ chí minh,18768723,unknown,can_ban,nha_mat_tien,unknown,1.0,1.0,12.0,16.0,20.0,48000000000.0,320.0,0,0,0,0,0,"3,32",38.042,10.8099716,106.7040735,"đường chu văn an, phường bình thạnh, hồ chí minh, Vietnam",3.6745831092845913,0.3517058281966545,103.0,1.066645883462131,37.0,0.9607827361666568,17.0,0.1228654507037159,50.0,2.7351877334377805,2.0,0.1448124211405867,47.0,1.9831090837511047,7.0
https://alonhadat.com.vn/ban-nha-mat-tien-truong-chinh-p12-tan-binh-dt-8x38m-cn-260m-gan-ga-t3-gia-54-ty-18767307.html,"Bán nhà Mặt Tiền Trường Chinh. P12. Tân Bình - DT 8x38M, CN 260m². Gần Ga T3 - Giá : 54 tỷ",2026-06-09,đường trường chinh,"Đường Trường Chinh, Phường 12, Quận Tân Bình, Hồ Chí Minh (cũ)",phường bảy hiền,hồ chí minh,18767307,unknown,can_ban,nha_mat_tien,so_hong_so_do,3.0,1.0,30.0,8.0,38.0,54000000000.0,260.0,0,0,0,0,0,"2,86",46.242,10.7931438,106.6517919,"đường trường chinh, phường bảy hiền, hồ chí minh, Vietnam",5.663340741505686,0.1473476096176288,150.0,0.2979988637951992,66.0,0.497850949494493,20.0,0.8996613450039174,33.0,0.8561505937261217,4.0,0.0868121430323918,35.0,5.0,0.0
https://alonhadat.com.vn/toa-nha-goc-2-mat-tien-nguyen-van-dau-gia-chi-42-ty-lien-he-em-nhe-18767145.html,TÒA NHÀ VĂN PHÒNG MẶT TIỀN NGUYỄN CỬU VÂN BÌNH THẠNH GIÁ VỀ 68 TỶ,2026-06-09,đường nguyễn cửu vân,"Đường Nguyễn Cửu Vân, Phường 17, Quận Bình Thạnh, Hồ Chí Minh (cũ)",phường gia định,hồ chí minh,18767145,unknown,can_ban,nha_mat_tien,unknown,8.0,15.0,20.0,8.2,25.0,68000000000.0,200.0,0,0,0,0,0,"2,76",45.633,10.7947837,106.7093255,"đường nguyễn cửu vân, phường gia định, hồ chí minh, Vietnam",2.1822596604592133,0.1711869088091718,99.0,1.4231773041651654,47.0,0.3601758043190207,17.0,0.3160654149244815,56.0,2.343508123557825,12.0,0.0265506988051478,43.0,0.6903391017798891,7.0
https://alonhadat.com.vn/ban-toa-sieu-pham-2mt-le-van-quoi-binh-tan-dt-40x50m-cn2-100m-1-h-8-10-725m-san-gia-204ty-18765642.html,"BÁN TOÀ SIÊU PHẨM 2MT LÊ VĂN QUỚI.BÌNH TÂN.DT 40X50M.CN 2.100M-1H,8T-10.725M SÀN GIÁ 204TY",2026-06-08,đường lê văn quới,"Đường Lê Văn Quới, Phường Bình Trị Đông, Quận Bình Tân, Hồ Chí Minh (cũ)",phường bình trị đông,hồ chí minh,18765642,unknown,can_ban,nha_mat_tien,so_hong_so_do,8.0,200.0,40.0,40.0,50.0,204000000000.0,2100.0,0,0,0,0,0,"7,15",23.097,10.7679017,106.6095921,"phường bình trị đông, hồ chí minh, Vietnam",10.035873377548295,0.1202792003391393,62.0,0.7940570555249221,15.0,0.5785627489676628,14.0,0.4205129244284443,25.0,2.799053811152463,1.0,0.0417572740637905,37.0,5.0,0.0
https://alonhadat.com.vn/ban-toa-nha-369-b-duong-nguyen-trai-phuong-cau-ong-lanh-thanh-pho-ho-chi-minh-18763899.html,"Bán tòa nhà 369 B , Đường Nguyễn Trãi , phường Cầu Ông Lãnh , Thành phố Hồ Chí Minh",2026-06-08,đường nguyễn trãi,"Đường Nguyễn Trãi, Phường Cầu Ông Lãnh, Quận 1, Hồ Chí Minh (cũ)",phường cầu ông lãnh,hồ chí minh,18763899,tay_nam,can_ban,nha_mat_tien,so_hong_so_do,10.0,4.0,10.0,15.0,30.0,450000000000.0,387.0,1,1,1,1,0,"1,60",49.209,10.7607239,106.6855219,"đường nguyễn trãi, phường cầu ông lãnh, hồ chí minh, Vietnam",2.4556959745761966,0.3459743034941879,179.0,0.0153283944002021,91.0,0.5085132998948451,47.0,0.339885480764521,99.0,0.5212950285564317,20.0,0.106431556512389,75.0,1.7626609538487792,3.0
https://alonhadat.com.vn/mat-tien-phu-nhuan-4-4-x14-3-tang-thang-may-hdt-55tr-thang-chi-23-ti-18272826.html,Mặt tiền Phú Nhuận- 4.4 x14 3 tấng thang máy HĐT 55tr/tháng chỉ 23 tỉ,2026-06-10,đường trương quốc dung,"Đường Trương Quốc Dung, Phường 10, Quận Phú Nhuận, Hồ Chí Minh (cũ)",phường phú nhuận,hồ chí minh,18272826,unknown,can_ban,nha_mat_tien,so_hong_so_do,3.0,3.0,10.0,4.4,14.0,23000000000.0,46.0,0,0,0,0,0,"1,46",46.863,10.7947441,106.6728401,"đường trương quốc dung, phường phú nhuận, hồ chí minh, Vietnam",3.64874386295914,0.2878961783175112,165.0,0.3135440856087358,80.0,0.1771691696337695,25.0,0.1848828707573728,54.0,2.1698780565540328,7.0,0.2253499087805442,45.0,3.7985822441523314,4.0
https://alonhadat.com.vn/sieu-hiem-biet-thu-thao-dien-dang-cap-ngang-14mx25-chi-230-trieu-m2-70-ty-tl-18768236.html,SIÊU HIẾM- BIỆT THỰ THẢO ĐIỀN ĐẲNG CẤP- NGANG 14Mx25- CHỈ 230 TRIỆU/M2- 70 TỶ TL,2026-06-10,đường quốc hương,"Đường Quốc Hương, Phường An Khánh, Thành phố Thủ Đức, Hồ Chí Minh (cũ)",phường an khánh,hồ chí minh,18768236,unknown,can_ban,nha_mat_tien,unknown,4.0,6.0,6.0,14.0,25.0,70000000000.0,303.0,1,1,1,1,0,"15,33",5.021,10.8006036,106.7319048,"Đường Quốc Hương, Phường An Khánh, Thành phố Thủ Đức, Hồ Chí Minh, Vietnam",4.28628517533598,0.5430295033161631,59.0,0.7572913850350793,20.0,0.4476952435649097,11.0,0.1593040851421719,32.0,0.1509150708276662,4.0,0.0,36.0,0.191421204297892,10.0
https://alonhadat.com.vn/mt-truong-chinh-p-12-q-tan-binh-nay-la-p-bay-hien-dtcn-300m-gia-chi-52-ty-18766953.html,MT Trường Chinh P.12 Q.Tân Bình (Nay là P.Bảy Hiền) DTCN 300m² Giá chỉ 52 tỷ,2026-06-10,đường trường chinh,"Đường Trường Chinh, Phường 12, Quận Tân Bình, Hồ Chí Minh (cũ)",phường bảy hiền,hồ chí minh,18766953,unknown,can_ban,nha_mat_tien,unknown,4.0,4.0,35.0,8.0,37.0,52000000000.0,304.0,0,0,0,0,0,"2,86",46.242,10.7931438,106.6517919,"đường trường chinh, phường bảy hiền, hồ chí minh, Vietnam",5.663340741505686,0.1473476096176288,150.0,0.2979988637951992,66.0,0.497850949494493,20.0,0.8996613450039174,33.0,0.8561505937261217,4.0,0.0868121430323918,35.0,5.0,0.0
https://alonhadat.com.vn/toa-nha-moi-xay-100-goc-2-mat-tien-nguyen-trai-quan-1-dt-14-29-5m-2ham-10tang-15546991.html,Tòa nhà mới xây 100% góc 2 mặt tiền 369 Nguyễn Trãi Quận 1 - DT: 14x30m - 2hầm - 10tầng,2026-06-10,đường nguyễn trãi,"Đường Nguyễn Trãi, Phường Bến Thành, Quận 1, Hồ Chí Minh (cũ)",phường bến thành,hồ chí minh,15546991,unknown,can_ban,nha_mat_tien,unknown,12.0,50.0,30.0,12.382783747337808,37.14835124201342,450000000000.0,460.0,0,0,0,0,0,"1,85",38.809,10.7702241,106.691696,"đường nguyễn trãi, phường bến thành, hồ chí minh, Vietnam",1.248449344047071,0.1051759923447866,165.0,0.151492014403889,89.0,0.3117565518402268,44.0,0.0783701863499757,110.0,0.8163303092610121,18.0,0.119443195705756,98.0,0.6814098080897131,5.0
https://alonhadat.com.vn/ban-nha-2mt-50-truong-dinh-quan-3-dt-20x40-3-tang-ctxd-cao-tang-gia-500-ty-sieu-hot-18733684.html,"Bán Nhà 2MT, 50 Trương Định, Quận 3, DT:20x40 , 3 tầng ,CTXD cao tầng, Giá 500 tỷ Siêu Hot",2026-06-10,đường trương định,"Đường Trương Định, Phường Xuân Hòa, Quận 3, Hồ Chí Minh (cũ)",phường xuân hòa,hồ chí minh,18733684,unknown,can_ban,nha_mat_tien,unknown,2.0,8.0,30.0,16.492422502470642,49.47726750741192,500000000000.0,816.0,0,0,0,0,0,"2,22",21.831,10.8735232,106.8022064,"đường trương định, phường xuân hòa, hồ chí minh, Vietnam",15.393235082061002,0.3867559783659853,22.0,0.8596362622296551,10.0,0.7769995593581263,3.0,0.6430771394949081,2.0,2.6711640930473792,1.0,0.0144011546050566,37.0,0.8066791793236514,4.0
https://alonhadat.com.vn/co-xuan-ban-gap-nha-le-quang-sung-quan-6-gia-4-1ty-70-5m2-so-dep-dang-cho-thue-29trieu-18773755.html,"CÔ XUÂN BÁN GẤP NHÀ LÊ QUANG SUNG, QUẬN 6. GIÁ:4,1Tỷ/70,5m2. SỔ ĐẸP. ĐANG CHO THUÊ 29TRIỆU",2026-06-10,đường lê quang sung,"Đường Lê Quang Sung, Phường 2, Quận 6, Hồ Chí Minh (cũ)",phường bình tây,hồ chí minh,18773755,unknown,can_ban,nha_mat_tien,so_hong_so_do,4.0,4.0,6.0,4.7,15.0,4100000000.0,70.0,0,0,0,0,0,"1,05",60.279,10.7511944,106.6486342,"đường lê quang sung, phường bình tây, hồ chí minh, Vietnam",6.384599058469595,0.0893084957273864,184.0,1.052460933979596,64.0,0.2896408423647467,39.0,0.6172354670582466,25.0,0.8107366900573852,4.0,0.1655207497190531,63.0,5.0,0.0
https://alonhadat.com.vn/can-ban-nhanh-nha-moi-dep-4-tang-ngo-quyen-quan-10-gia-chi-6-9-ty--18754756.html,CẦN BÁN NHANH NHÀ MỚI ĐẸP 4 TẦNG NGÔ QUYỀN – QUẬN 10 – GIÁ CHỈ 6.9 TỶ.,2026-06-10,đường ngô quyền,"Đường Ngô Quyền, Phường 8, Quận 10, Hồ Chí Minh (cũ)",phường diên hồng,hồ chí minh,18754756,unknown,can_ban,nha_mat_tien,so_hong_so_do,4.0,5.0,4.0,3.0,10.0,6900000000.0,29.0,0,0,0,0,0,"1,86",40.663,10.7578236,106.6659089,"đường ngô quyền, phường diên hồng, hồ chí minh, Vietnam",4.370228574489283,0.0955705753485068,206.0,0.1150888925261856,81.0,0.6282825210251768,52.0,0.4252140092931471,51.0,0.3993011928725213,11.0,0.1348810061078803,90.0,3.78649852564279,2.0
https://alonhadat.com.vn/toi-can-ban-nha-duong-tu-giang-quan-11-gia-4-1ty-69-6m2-4-8x14-5m-dang-kd-22trieu-18451861.html,"TÔI CẦN BÁN NHÀ DƯƠNG TỬ GIANG,QUẬN 11-GIÁ:4.1TỶ/69.6M2 (4.8x14.5M) ĐANG KD 22TRIỆU",2026-06-10,đường dương tử giang,"Đường Dương Tử Giang, Phường 7, Quận 11, Hồ Chí Minh (cũ)",phường minh phụng,hồ chí minh,18451861,unknown,can_ban,nha_mat_tien,so_hong_so_do,4.0,6.0,8.0,4.8,14.5,4100000000.0,67.0,0,0,0,0,0,"1,27",71.502,10.7578888,106.6544521,"đường dương tử giang, phường minh phụng, hồ chí minh, Vietnam",5.4981550614595305,0.3204995810511586,207.0,0.5868423168400075,76.0,0.3265487813943404,56.0,0.799803845128039,30.0,0.4132707628110579,5.0,0.0904268144777127,79.0,4.964989669818176,1.0
https://alonhadat.com.vn/hem-oto-nguyen-bieu-q-5-84m-5x16-8m-gia-chi-4-ty-770-dang-cho-thue-38tr-thang-18773167.html,"HẺM OTO NGUYỄN BIỂU, Q.5 – 84M² (5x16,8M) – GIÁ CHỈ 4 TỶ 770. ĐANG CHO THUÊ 38TR/THÁNG",2026-06-10,đường nguyễn biểu,"Đường Nguyễn Biểu, Phường 1, Quận 5, Hồ Chí Minh (cũ)",phường chợ quán,hồ chí minh,18773167,unknown,can_ban,nha_mat_tien,so_hong_so_do,2.0,4.0,5.0,5.0,16.8,4770000000.0,81.0,0,0,0,0,0,"1,28",49.645,10.7546957,106.6849182,"đường nguyễn biểu, phường chợ quán, hồ chí minh, Vietnam",3.014593454140083,0.3241044718172312,169.0,0.3112080841955486,82.0,0.159361009708267,44.0,0.7452963371051138,87.0,1.0997159326303276,20.0,0.1351310290030301,57.0,2.2897201696442395,3.0
https://alonhadat.com.vn/ban-nha-mat-tien-nguyen-dinh-chieu-q1-dtcn-hon-80m2-gia-ngop-chi-5ty380-6x13m-18773059.html,"BÁN NHÀ MẶT TIỀN NGUYỄN ĐÌNH CHIỂU, Q1 (DTCN hơn 80M2) - GIÁ NGỘP CHỈ:  5TỶ380/ 6x13m",2026-06-10,đường nguyễn đình chiểu,"Đường Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, Hồ Chí Minh (cũ)",phường tân định,hồ chí minh,18773059,unknown,can_ban,nha_mat_tien,so_hong_so_do,3.0,4.0,8.0,6.0,13.4,5380000000.0,80.0,1,1,1,1,0,"1,23",39.45,10.7872395,106.6978685,"đường nguyễn đình chiểu, phường tân định, hồ chí minh, Vietnam",1.1907717641457305,0.089129826579352,131.0,0.1841929150948728,70.0,0.5928384079868043,31.0,0.2488968976624051,109.0,1.3250072986835049,14.0,0.0381672287230396,77.0,1.294157368709722,6.0
https://alonhadat.com.vn/ban-toa-nha-mat-tien-bui-vien-dang-cho-thue-145-trieu-thang-gia-52-ty-vi-tri-dep-nhat--18749777.html,BÁN TÒA NHÀ  MẶT TIỀN BÙI VIỆN-ĐANG CHO THUÊ 145 TRIỆU/THÁNG-GIÁ:52 TỶ-VỊ TRÍ ĐẸP NHẤT!,2026-06-10,đường bùi viện,"Đường Bùi Viện, Phường Bến Thành, Quận 1, Hồ Chí Minh (cũ)",phường bến thành,hồ chí minh,18749777,unknown,can_ban,nha_mat_tien,so_hong_so_do,6.0,12.0,30.0,4.0,16.0,52000000000.0,350.0,0,0,0,0,0,"1,85",38.809,10.7668329,106.6926683,"đường bùi viện, phường bến thành, hồ chí minh, Vietnam",1.431975141009524,0.3434560109234199,163.0,0.199984300102521,91.0,0.0907314169355935,41.0,0.1428480355286289,99.0,0.6020533098985227,18.0,0.1353762495591664,100.0,0.7297614701563969,5.0
https://alonhadat.com.vn/chinh-chu-ban-nha-mat-tien-huynh-van-banh-13-2x25m-4-tang-hdt-150-trieu-thang-gia-83-ty--18748515.html,"CHÍNH CHỦ BÁN NHÀ MẶT TIỀN HUỲNH VĂN BÁNH-13,2X25M-4 TẦNG-HĐT:150 TRIỆU/THÁNG-GIÁ: 83 TỶ.",2026-06-10,đường huỳnh văn bánh,"Đường Huỳnh Văn Bánh, Phường Phú Nhuận, Quận Phú Nhuận, Hồ Chí Minh (cũ)",phường phú nhuận,hồ chí minh,18748515,unknown,can_ban,nha_mat_tien,unknown,4.0,6.0,25.0,14.560219778561036,43.68065933568311,83000000000.0,636.0,0,0,0,0,0,"1,46",46.863,10.7924688,106.675265,"đường huỳnh văn bánh, phường phú nhuận, hồ chí minh, Vietnam",3.2902661153784054,0.1458230147926885,174.0,0.3792389572081088,81.0,0.3933256225705376,28.0,0.097348800128124,59.0,1.890599330051857,8.0,0.292189586935865,41.0,3.4329812278189658,4.0
https://alonhadat.com.vn/goc-2-mt-nguyen-trai-quan-5-ngang-8-2m-gpxd-ham-7-tang-gia-chi-68-ty-18757723.html,Góc 2 MT Nguyễn Trãi Quận 5 – Ngang 8.2m – GPXD Hầm 7 Tầng – Giá Chỉ 68 Tỷ,2026-06-10,đường nguyễn trãi,"Đường Nguyễn Trãi, Phường 7, Quận 5, Hồ Chí Minh (cũ)",phường an đông,hồ chí minh,18757723,unknown,can_ban,nha_mat_tien,so_hong_so_do,4.0,10.0,30.0,8.2,21.0,68000000000.0,150.0,1,1,1,1,0,"1,32",61.537,10.7549797,106.6715062,"đường nguyễn trãi, phường an đông, hồ chí minh, Vietnam",4.026724431346135,0.3348518767934108,185.0,0.1206216999491234,82.0,0.3535785015118317,47.0,0.3702015098094646,64.0,0.3730010744757793,12.0,0.1300514843720099,91.0,3.382741978802192,3.0
https://alonhadat.com.vn/ban-toa-nha-tran-hung-dao-p-cau-kho-quan-1-4mx18m-6-tang-thang-may-gia-ban-49-ty-tl-18752280.html,"Bán tòa nhà Trần Hưng Đạo, P.Cầu Kho, Quận 1. (4mx18m) 6 tầng thang máy. Giá bán 49 tỷ TL",2026-06-10,đường trần hưng đạo,"Đường Trần Hưng Đạo, Phường Cầu Kho, Quận 1, Hồ Chí Minh (cũ)",phường cầu ông lãnh,hồ chí minh,18752280,unknown,can_ban,nha_mat_tien,so_hong_so_do,6.0,10.0,20.0,4.0,18.0,49000000000.0,69.0,1,1,1,1,0,"1,60",49.209,10.7586762,106.6871256,"đường trần hưng đạo, phường cầu ông lãnh, hồ chí minh, Vietnam",2.5165574682638794,0.2382065710618411,175.0,0.2720899200508758,85.0,0.3475292585322981,43.0,0.4376213933605064,91.0,0.8076369151653383,20.0,0.1129257955810679,70.0,1.7964196622512754,3.0
https://alonhadat.com.vn/chinh-chu-can-ban-nha-gan-benh-vien-175-tren-duong-ly-thuong-kiet-p7-go-vap-gia-3ty960-shr-18772663.html,"Chính chủ cần bán nhà gần bệnh viện 175 trên đường Lý Thường Kiệt,P7,Gò Vấp.Giá 3tỷ960.SHR",2026-06-10,đường lý thường kiệt,"Đường Lý Thường Kiệt, Phường 7, Quận Gò Vấp, Hồ Chí Minh (cũ)",phường hạnh thông,hồ chí minh,18772663,unknown,can_ban,nha_mat_tien,so_hong_so_do,2.0,5.0,8.0,5.0,16.0,3960000000.0,74.0,1,1,1,1,0,"3,37",38.239,10.8237753,106.6849915,"đường lý thường kiệt, phường hạnh thông, hồ chí minh, Vietnam",5.46912316211403,0.1755650750818743,64.0,0.5239478647461463,29.0,0.2455413210050974,9.0,0.5342557500688416,21.0,0.5562563546935235,7.0,0.1171643981009367,51.0,4.531780440683517,1.0
