street,locality,region,old_address,lat,lon,nearest_school_km,school_count_3km,nearest_hospital_km,hospital_count_5km,nearest_marketplace_km,marketplace_count_3km,nearest_supermarket_km,supermarket_count_3km,nearest_mall_km,mall_count_3km,nearest_bus_stop_km,bus_stop_count_1km,nearest_metro_km,metro_count_5km
đường sư vạn hạnh,phường hòa hưng,hồ chí minh,"Đường Sư Vạn Hạnh, Phường 12, Quận 10, Hồ Chí Minh (cũ)",10.7723361,106.6693289,0.1530602141866319,221.0,0.1387529508820801,88.0,0.2020532388344237,50.0,0.1989929428236456,79.0,0.196477516915869,9.0,0.3228836002677692,50.0,3.126753567830713,3.0
đường tô hiến thành,phường hòa hưng,hồ chí minh,"Đường Tô Hiến Thành, Phường 15, Quận 10, Hồ Chí Minh (cũ)",10.7761968,106.6652989,0.09033164680189,220.0,0.1311023896507005,86.0,0.5132785627783026,45.0,0.1795069716007134,60.0,0.7773015143365518,10.0,0.1571032449174196,35.0,3.610697911008119,3.0
đường ung văn khiêm,phường thạnh mỹ tây,hồ chí minh,"Đường Ung Văn Khiêm, Phường 25, Quận Bình Thạnh, Hồ Chí Minh (cũ)",10.8029912,106.7231035,0.5231225231110117,67.0,1.2758244586100067,27.0,0.2811217244834689,12.0,0.2030106907357061,36.0,1.1180942600322077,6.0,0.1553214320715076,31.0,0.4872894791136178,9.0
đường khánh hội,phường khánh hội,hồ chí minh,"Đường Khánh Hội, Phường 6, Quận 4, Hồ Chí Minh (cũ)",10.7580595,106.701206,0.3151109934166255,117.0,0.5513854473553828,76.0,0.483535479273403,33.0,0.3090053964799479,77.0,0.783431206378499,19.0,0.0545571261309559,68.0,1.4713098975154932,4.0
đường ngô tất tố,phường thạnh mỹ tây,hồ chí minh,"Đường Ngô Tất Tố, Phường 19, Quận Bình Thạnh, Hồ Chí Minh (cũ)",10.7904421,106.7161969,0.106818188715721,89.0,1.7690876879397972,38.0,0.7537445294488213,15.0,0.2986594000432832,49.0,2.128963298612077,12.0,0.154255882893682,24.0,0.6254251644014689,8.0
unknown,phường bình đông,hồ chí minh,", Phường 6, Quận 8, Hồ Chí Minh (cũ)",10.7390739,106.6659208,0.091119423894338,131.0,0.351556106903701,63.0,0.7304605169454172,33.0,0.4995035162285597,19.0,1.122956060688068,6.0,0.1370269151466539,34.0,4.965128897998202,1.0
đường lê bôi,phường bình đông,hồ chí minh,"Đường Lê Bôi, Phường 7, Quận 8, Hồ Chí Minh (cũ)",10.7090878,106.6278657,0.1757772306718288,29.0,2.989892512324281,9.0,0.5287541935660864,15.0,0.5961797164695372,4.0,4.106384268151161,0.0,0.3194711777036269,23.0,,0.0
đường kênh tân hóa,phường phú thạnh,hồ chí minh,"Đường Kênh Tân Hóa, Phường Tân Thới Hòa, Quận Tân Phú, Hồ Chí Minh (cũ)",10.7720313,106.626956,0.294309252429538,122.0,1.8764316084676376,41.0,0.3000155363617198,26.0,0.3069863870918025,32.0,3.433389662233213,0.0,0.0927819174011105,35.0,,0.0
đường nguyễn hữu cảnh,phường thạnh mỹ tây,hồ chí minh,"Đường Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Hồ Chí Minh (cũ)",10.7943816,106.7196667,0.4688903098431907,72.0,2.095477956199122,32.0,0.430676783888593,12.0,0.209155755069741,40.0,1.6557303920489614,6.0,0.1768140661892192,22.0,0.4912639714031474,8.0
đường cách mạng tháng 8,phường hòa hưng,hồ chí minh,"Đường Cách Mạng Tháng 8, Phường Hòa Hưng, Quận 10, Hồ Chí Minh (cũ)",10.7805019,106.6690519,0.1415377766554875,207.0,0.5680529333412037,85.0,0.2527899672560975,45.0,0.1941229943961127,76.0,1.0994676371006598,10.0,0.3986130548213614,30.0,3.3255896613927702,3.0
hương lộ 3,phường tây thạnh,hồ chí minh,"Hương Lộ 3, Phường Sơn Kỳ, Quận Tân Phú, Hồ Chí Minh (cũ)",10.8130355,106.6227282,0.1156142002452594,79.0,1.182567249656402,12.0,0.7911228419865303,7.0,1.042429527974456,16.0,1.4357153886046683,1.0,0.0490866444386959,28.0,,0.0
đường tân hòa đông,phường phú lâm,hồ chí minh,"Đường Tân Hòa Đông, Phường Phú Lâm, Quận 6, Hồ Chí Minh (cũ)",10.7602198,106.6271775,0.1827048671916278,132.0,1.7162939810793083,45.0,0.0261092549148633,33.0,0.4071696630762192,27.0,2.556153481519364,2.0,0.0762584042297964,35.0,,0.0
đường trần văn giàu,phường tân tạo,hồ chí minh,"Đường Trần Văn Giàu, Phường Tân Tạo, Quận Bình Tân, Hồ Chí Minh (cũ)",10.7506536,106.5992101,0.1992087642376494,34.0,1.4550811617646788,10.0,0.953424886014431,7.0,0.2567042679378853,10.0,1.6463685745790202,1.0,0.4962164485527565,21.0,,0.0
đường dương công khi,xã bà điểm,hồ chí minh,"Đường Dương Công Khi, Xã Bà Điểm, Huyện Hóc Môn, Hồ Chí Minh (cũ)",10.8573854,106.5632931,0.8222380702597283,7.0,4.277708182482108,1.0,0.925289217568108,2.0,2.706305765454217,1.0,,0.0,0.208705246554889,16.0,,0.0
đường bàu tre,xã tân an hội,hồ chí minh,"Đường Bàu Tre, Thị Trấn Củ Chi, Huyện Củ Chi, Hồ Chí Minh (cũ)",10.9702851,106.4651356,2.7373241102562926,1.0,1.4150493879169872,1.0,1.863178699265256,1.0,1.4040968571759338,1.0,,0.0,0.9688657072195624,2.0,,0.0
đường võ văn ngân,phường thủ đức,hồ chí minh,"Đường Võ Văn Ngân, Phường Linh Chiểu, Thành phố Thủ Đức, Hồ Chí Minh (cũ)",10.8496978,106.7691507,0.1684619372171293,62.0,0.7378521818604351,11.0,0.3919621978075944,8.0,0.5705335178662765,13.0,0.4368754755656412,2.0,0.0063455081004979,71.0,0.4553921763457152,6.0
đường lý thường kiệt,xã hóc môn,hồ chí minh,"Đường Lý Thường Kiệt, Xã Tân Hiệp, Huyện Hóc Môn, Hồ Chí Minh (cũ)",10.8845036,106.5880519,0.4568402027973647,22.0,0.573431946493767,1.0,1.0233819988684911,4.0,0.7023714558762045,5.0,,0.0,0.0471686740898923,26.0,,0.0
đường nhà vuông,xã hóc môn,hồ chí minh,"Đường Nhà Vuông, Xã Tân Xuân, Huyện Hóc Môn, Hồ Chí Minh (cũ)",10.8991617,106.5931949,0.5836166799941199,17.0,1.829756980712841,2.0,1.1829747149163292,3.0,0.8103087192350746,5.0,,0.0,0.6835739247574167,12.0,,0.0
đường lê văn quới,phường bình hưng hòa,hồ chí minh,"Đường Lê Văn Quới, Phường Bình Hưng Hòa A, Quận Bình Tân, Hồ Chí Minh (cũ)",10.7979027,106.6032118,0.485658318154078,54.0,0.7107823384489044,8.0,2.295032649530436,5.0,1.4074912071012553,11.0,1.5428753503668942,1.0,0.6283008385963313,8.0,,0.0
đường hiệp thành 5,phường tân thới hiệp,hồ chí minh,"Đường Hiệp Thành 5, Phường Tân Thới Hiệp, Quận 12, Hồ Chí Minh (cũ)",10.8771275,106.6409853,0.5151992694731881,27.0,0.0955226367025501,2.0,0.3267157267219072,3.0,0.1292370510597139,5.0,,0.0,0.0128664073498184,27.0,,0.0
đường bình quới,phường bình quới,hồ chí minh,"Đường Bình Quới, Phường 28, Quận Bình Thạnh, Hồ Chí Minh (cũ)",10.81862,106.7388786,0.687918037240607,42.0,1.339038150327999,6.0,1.2067821424821672,6.0,1.492405587651374,22.0,1.8110898227726395,6.0,0.8045880451020336,8.0,1.8604965702221148,8.0
đường tân kỳ tân quý,phường tân sơn nhì,hồ chí minh,"Đường Tân Kỳ Tân Quý, Phường Tân Sơn Nhì, Quận Tân Phú, Hồ Chí Minh (cũ)",10.802684,106.6285343,0.0133288667219154,88.0,1.459627540829241,20.0,0.7409267045614524,11.0,0.4651421474896384,18.0,1.2839472378180798,3.0,0.0,46.0,,0.0
đường tân sơn nhì,phường tân sơn nhì,hồ chí minh,"Đường Tân Sơn Nhì, Phường Tân Sơn Nhì, Quận Tân Phú, Hồ Chí Minh (cũ)",10.7994465,106.6317527,0.2680312245988887,89.0,1.077973098294951,24.0,0.6748268350093294,15.0,0.5342187744615536,19.0,1.642934800464962,3.0,0.4226215899315095,47.0,,0.0
đường lũy bán bích,phường tân sơn nhì,hồ chí minh,"Đường Lũy Bán Bích, Phường Tân Thành, Quận Tân Phú, Hồ Chí Minh (cũ)",10.8008925,106.6245749,0.1879343430690456,86.0,1.147454167097896,15.0,0.593638444795612,11.0,0.345076502483473,21.0,0.8453924650499136,1.0,0.0684097752876441,51.0,,0.0
đường huỳnh tấn phát,xã nhà bè,hồ chí minh,"Đường Huỳnh Tấn Phát, Xã Nhà Bè, Huyện Nhà Bè, Hồ Chí Minh (cũ)",10.6937641,106.7377838,0.4777082170193917,17.0,3.541388461036956,9.0,0.9865336946631604,1.0,2.044505971421959,3.0,4.420724249234464,0.0,0.2987691024802008,13.0,,0.0
đường thống nhất,phường an hội đông,hồ chí minh,"Đường Thống Nhất, Phường An Hội Đông, Quận Gò Vấp, Hồ Chí Minh (cũ)",10.8448312,106.6637479,0.0440613294910275,50.0,1.1592105234017325,10.0,0.5842311892805774,4.0,1.2026938865654762,8.0,1.951140427992964,5.0,0.1104260112163783,37.0,,0.0
đường nguyễn gia trí,phường thạnh mỹ tây,hồ chí minh,"Đường Nguyễn Gia Trí, Phường 25, Quận Bình Thạnh, Hồ Chí Minh (cũ)",10.8026647,106.7157112,0.3361760848828976,77.0,2.051791574401379,34.0,0.5647708444376871,11.0,0.6553638140396603,48.0,1.9153686262075424,4.0,0.0093486046253062,44.0,0.7314882932421559,8.0
đường xô viết nghệ tĩnh,phường thạnh mỹ tây,hồ chí minh,"Đường Xô Viết Nghệ Tĩnh, Phường 25, Quận Bình Thạnh, Hồ Chí Minh (cũ)",10.7989985,106.7123444,0.2075550555115764,91.0,1.70970816112182,41.0,0.9312159650516396,13.0,0.5653492177103633,54.0,2.28906535554699,4.0,0.1273770496206738,49.0,0.4749117064656268,8.0
đường nguyễn tuyển,phường bình trưng,hồ chí minh,"Đường Nguyễn Tuyển, Phường Bình Trưng Tây, Thành phố Thủ Đức, Hồ Chí Minh (cũ)",10.7887654,106.7551053,0.2487717914564008,45.0,1.0632208258434497,7.0,0.0595310026184245,10.0,0.0864833056979362,23.0,1.1655901880286832,5.0,0.1086673580387071,26.0,2.04038176685134,7.0
đường tân cảng,phường thạnh mỹ tây,hồ chí minh,"Đường Tân Cảng, Phường 25, Quận Bình Thạnh, Hồ Chí Minh (cũ)",10.7992914,106.7178441,0.602460923407236,76.0,1.9720348831629224,34.0,0.4300616469739906,14.0,0.5032603284777619,51.0,1.6878180414731865,2.0,0.0569757050256879,40.0,0.4399722465455425,8.0
đường phạm thế hiển,phường bình đông,hồ chí minh,"Đường Phạm Thế Hiển, Phường 7, Quận 8, Hồ Chí Minh (cũ)",10.7317497,106.6411046,0.3679501099283108,91.0,1.784658440835391,39.0,0.3664336643123712,25.0,1.5981998810104383,9.0,1.539368194035441,2.0,0.0263962665257618,25.0,,0.0
đường bông sao,phường bình đông,hồ chí minh,"Đường Bông Sao, Phường 5, Quận 8, Hồ Chí Minh (cũ)",10.7352533,106.6624617,0.2184777036670355,105.0,0.8645982053725461,55.0,0.7382594683885174,22.0,0.8304851119428326,15.0,1.336303960573946,6.0,0.1472638823624618,24.0,,0.0
đường bình thới,phường phú thọ,hồ chí minh,"Đường Bình Thới, Phường 11, Quận 11, Hồ Chí Minh (cũ)",10.7625111,106.6499732,0.0686085920698553,205.0,0.3026202842317246,76.0,0.3731817743902513,51.0,0.9790152972483656,31.0,1.0863382389252907,5.0,0.0843792818847829,72.0,,0.0
đường đào tông nguyên,xã nhà bè,hồ chí minh,"Đường Đào Tông Nguyên, Xã Nhà Bè, Huyện Nhà Bè, Hồ Chí Minh (cũ)",10.683783,106.7491361,0.969408808931434,11.0,4.21628200650448,2.0,2.448715958228436,1.0,1.8149655084796288,2.0,,0.0,0.3108356145650929,16.0,,0.0
đường số 5,phường tân thuận,hồ chí minh,"Đường số 5, Phường Bình Thuận, Quận 7, Hồ Chí Minh (cũ)",10.7520948,106.7400295,0.9828586706593658,23.0,1.62268628058006,19.0,2.0137988274824155,4.0,0.5289905263178662,7.0,1.2255568616977044,0.0,1.2439111150757798,0.0,4.775179369154622,3.0
đường tân thới nhất 17,phường đông hưng thuận,hồ chí minh,"Đường Tân Thới Nhất 17, Phường Tân Thới Nhất, Quận 12, Hồ Chí Minh (cũ)",10.835914,106.6221978,0.351813808204133,52.0,0.4652101728893473,7.0,0.2871261593787733,9.0,0.5117461868570934,14.0,3.85949769082305,0.0,0.2147873588349855,19.0,,0.0
đường huỳnh tấn phát,phường tân thuận,hồ chí minh,"Đường Huỳnh Tấn Phát, Phường Tân Thuận, Quận 7, Hồ Chí Minh (cũ)",10.742398,106.7278736,0.166848523859009,55.0,0.2015496398327853,23.0,1.1976410812624183,8.0,0.5433721235224563,19.0,0.5385525460242521,3.0,0.190851819751642,22.0,4.553410564180918,3.0
đường lê thị bạch cát,phường phú thọ,hồ chí minh,"Đường Lê Thị Bạch Cát, Phường 13, Quận 11, Hồ Chí Minh (cũ)",10.7634243,106.6532597,0.3121824457572013,214.0,0.6585466644095185,76.0,0.0003966580084786,61.0,0.8212687784094509,36.0,1.0391581769367155,5.0,0.1137046764725695,75.0,4.951016896833434,1.0
đường nguyễn thị thập,phường tân thuận,hồ chí minh,"Đường Nguyễn Thị Thập, Phường Bình Thuận, Quận 7, Hồ Chí Minh (cũ)",10.7389423,106.7200037,0.4404349366719899,66.0,0.4828571478398852,33.0,0.3094675819304271,8.0,0.6294335051951231,23.0,1.1105893356667595,3.0,0.0986192876464151,27.0,4.288102701488349,3.0
đường nguyễn văn lượng,phường gò vấp,hồ chí minh,"Đường Nguyễn Văn Lượng, Phường 17, Quận Gò Vấp, Hồ Chí Minh (cũ)",10.8384167,106.6753431,0.9742322159648223,62.0,1.1107349702267069,15.0,0.3770940894015037,4.0,0.9337575152561616,6.0,0.784822475505938,7.0,0.0639190442719784,44.0,,0.0
đường đào trí,phường phú thuận,hồ chí minh,"Đường Đào Trí, Phường Phú Thuận, Quận 7, Hồ Chí Minh (cũ)",10.7311388,106.7351885,0.1706159826026987,42.0,0.6336349171432101,16.0,0.3671769500230161,3.0,0.7136863789991847,11.0,1.4307972222708116,2.0,0.3768279699462217,15.0,,0.0
đường lê đức thọ,phường an nhơn,hồ chí minh,"Đường Lê Đức Thọ, Phường An Nhơn, Quận Gò Vấp, Hồ Chí Minh (cũ)",10.8375549,106.680598,0.964922530872876,59.0,1.1287953025345878,17.0,0.5448243369580358,5.0,0.9025137244840112,8.0,0.7958655282815558,6.0,0.0269244935107706,44.0,,0.0
đường nguyễn thị đặng,phường an phú đông,hồ chí minh,"Đường Nguyễn Thị Đặng, Phường An Phú Đông, Quận 12, Hồ Chí Minh (cũ)",10.8609713,106.6917863,0.4783792185657405,22.0,2.055198738922618,6.0,0.0923860601757846,4.0,0.7753841017604923,2.0,3.6560651927424654,0.0,0.0483587004149271,9.0,,0.0
đường số 53a,phường tân tạo,hồ chí minh,"Đường số 53A, Phường Tân Tạo, Quận Bình Tân, Hồ Chí Minh (cũ)",10.7511661,106.5977941,0.0768439603018376,33.0,1.4497242223615814,10.0,0.7886205588343723,7.0,0.3953993671460556,10.0,1.807917806141872,1.0,0.4239941548737297,17.0,,0.0
đường hoàng diệu 2,phường linh xuân,hồ chí minh,"Đường Hoàng Diệu 2, Phường Linh Trung, Thành phố Thủ Đức, Hồ Chí Minh (cũ)",10.8558331,106.7665022,0.1857879862172693,64.0,0.0,12.0,0.7677626077515092,8.0,1.1943370644603732,13.0,0.6647022187754321,1.0,0.126863551560206,53.0,1.1850821654301478,5.0
đường lò lu,phường long phước,hồ chí minh,"Đường Lò Lu, Phường Trường Thạnh, Thành phố Thủ Đức, Hồ Chí Minh (cũ)",10.7709554,106.6996395,0.0887871943192334,137.0,0.1184951327496108,88.0,0.2517907286992314,36.0,0.2131243349524111,92.0,0.2117335963123902,17.0,0.018911755900572,105.0,0.1921117037154216,6.0
đường hà đặc,phường trung mỹ tây,hồ chí minh,"Đường Hà Đặc, Phường Trung Mỹ Tây, Quận 12, Hồ Chí Minh (cũ)",10.8590957,106.6177145,0.9204647979324484,41.0,1.4350296640005478,5.0,0.0984704152671667,16.0,0.0251193825447508,4.0,,0.0,0.101640764174883,22.0,,0.0
đường số 12,phường phước long,hồ chí minh,"Đường số 12, Phường Phước Bình, Thành phố Thủ Đức, Hồ Chí Minh (cũ)",10.8470439,106.7234415,0.1582111804474083,21.0,2.505350197778585,11.0,1.8022386834129105,5.0,0.0342663780731225,11.0,2.129929912346807,2.0,0.1270250200729205,18.0,4.701112104079752,2.0
đường bình thành,phường bình tân,hồ chí minh,"Đường Bình Thành, Phường Bình Hưng Hòa B, Quận Bình Tân, Hồ Chí Minh (cũ)",10.814138,106.5881241,0.5455807547475998,32.0,3.0823640481974093,4.0,2.71082991229442,1.0,1.2698714938031022,1.0,3.443186173861819,0.0,0.1639485236662827,23.0,,0.0
đường số 14,phường bình hưng hòa,hồ chí minh,"Đường Số 14, Phường Bình Hưng Hòa A, Quận Bình Tân, Hồ Chí Minh (cũ)",10.7793936,106.6118021,0.7953355014012552,62.0,1.5591839481232557,17.0,0.6227721655780626,13.0,0.5558145081336507,26.0,2.498826307535853,1.0,0.4003312643192271,11.0,,0.0
đường vương văn huống,phường an lạc,hồ chí minh,"Đường Vương Văn Huống, Phường An Lạc, Quận Bình Tân, Hồ Chí Minh (cũ)",10.7454993,106.6191866,0.3358761635189385,86.0,0.5761022157329266,21.0,0.4195423044756079,21.0,0.5844030291345677,18.0,0.8514006872512142,1.0,0.3280174452066725,31.0,,0.0
đường lũy bán bích,phường tân phú,hồ chí minh,"Đường Lũy Bán Bích, Phường Hòa Thạnh, Quận Tân Phú, Hồ Chí Minh (cũ)",10.776147,106.6337783,0.1249830795075256,141.0,1.0413316464873894,52.0,0.1405032502606604,31.0,0.1397938333104917,29.0,3.3524722146667614,0.0,0.0332020566169248,47.0,,0.0
đường quang trung,xã hóc môn,hồ chí minh,"Đường Quang Trung, Xã Hóc Môn, Huyện Hóc Môn, Hồ Chí Minh (cũ)",10.888377,106.5964006,0.537282962178808,22.0,0.7405983608275921,2.0,0.0605329546573379,5.0,0.672874898219622,5.0,,0.0,0.1944520024742416,26.0,,0.0
đường số 671,phường tăng nhơn phú,hồ chí minh,"Đường số 671, Phường Tăng Nhơn Phú, Thành phố Thủ Đức, Hồ Chí Minh (cũ)",10.8517131,106.8109164,1.117011392766084,19.0,1.6396640887522125,6.0,1.9427580859104348,2.0,2.463835541897053,1.0,1.6056093362588155,1.0,0.2777498299651979,22.0,1.931671304368712,4.0
đường nguyễn thị kiểu,phường tân thới hiệp,hồ chí minh,"Đường Nguyễn Thị Kiểu, Phường Hiệp Thành, Quận 12, Hồ Chí Minh (cũ)",10.8654181,106.6482063,0.555903835192271,46.0,1.4583743747520832,6.0,1.8380218897754577,4.0,0.1720553465076122,8.0,4.7833600016163285,0.0,0.2538131294417354,24.0,,0.0
đường 3/2,phường hòa hưng,hồ chí minh,"Đường 3/2, Phường 12, Quận 10, Hồ Chí Minh (cũ)",10.7584681,106.6832126,0.2254260912054419,183.0,0.3484700437096293,87.0,0.3269002154348162,47.0,0.2939993610611568,93.0,0.6542757907602624,21.0,0.0495583751230959,72.0,2.116697545478862,3.0
đường 3/2,phường vườn lài,hồ chí minh,"Đường 3/2, Phường 11, Quận 10, Hồ Chí Minh (cũ)",10.763826,106.6757925,0.0451207795278907,207.0,0.5821233780808357,86.0,0.1221487723114477,49.0,0.4779125661494781,89.0,0.7154860007390501,18.0,0.064326368983056,101.0,2.541302676645458,3.0
đường nguyễn văn trỗi,phường phú nhuận,hồ chí minh,"Đường Nguyễn Văn Trỗi, Phường 11, Quận Phú Nhuận, Hồ Chí Minh (cũ)",10.796752,106.6735188,0.3426726328063157,156.0,0.2494039645872681,78.0,0.4049444663141687,24.0,0.1119996474404335,51.0,1.994982495951152,7.0,0.0170564583824814,43.0,3.9046889254884194,4.0
đường lê văn sỹ,phường nhiêu lộc,hồ chí minh,"Đường Lê Văn Sỹ, Phường Nhiêu Lộc, Quận 3, Hồ Chí Minh (cũ)",10.7881908,106.6776897,0.0492632985194052,184.0,0.3577525471125211,84.0,0.3123186160351813,37.0,0.034764753465501,81.0,1.3607308020103004,12.0,0.0273806513602741,48.0,2.918029052645817,4.0
đường phạm văn chí,phường bình tiên,hồ chí minh,"Đường Phạm Văn Chí, Phường 8, Quận 6, Hồ Chí Minh (cũ)",10.7408055,106.6396611,0.0642876508137115,121.0,0.8435078057136705,50.0,0.4566767682609848,33.0,0.9408375248628744,11.0,1.0021835078040706,3.0,0.1392606663604641,37.0,,0.0
đường lê văn duyệt,phường gia định,hồ chí minh,"Đường Lê Văn Duyệt, Phường 1, Quận Bình Thạnh, Hồ Chí Minh (cũ)",10.7973977,106.6953649,0.0727444103980166,130.0,0.1670651494304294,59.0,0.563671580617831,20.0,0.1789346357801568,75.0,2.2174111422781486,11.0,0.0884218511842536,38.0,2.207625374628704,6.0
đường trần quốc toản,phường xuân hòa,hồ chí minh,"Đường Trần Quốc Toản, Phường Xuân Hòa, Quận 3, Hồ Chí Minh (cũ)",10.7887162,106.6892704,0.0781157192096565,154.0,0.1702853413357628,77.0,0.1563142078690155,34.0,0.3568747167698823,109.0,1.185123965685995,16.0,0.1286395262636042,63.0,2.039668016774165,5.0
đường số 28,phường an nhơn,hồ chí minh,"Đường số 28, Phường 6, Quận Gò Vấp, Hồ Chí Minh (cũ)",10.8448631,106.682755,0.1367025807192665,49.0,0.598702883964625,11.0,0.7203359926205972,6.0,1.5200171001117897,6.0,1.6224563324544576,5.0,0.5200032452742881,22.0,,0.0
đường lý thường kiệt,phường diên hồng,hồ chí minh,"Đường Lý Thường Kiệt, Phường Diên Hồng, Quận 10, Hồ Chí Minh (cũ)",10.771122,106.6598834,0.4915090108918901,221.0,0.04520512896411,80.0,0.5461652163462242,56.0,0.4477784503636581,54.0,1.060407034128796,8.0,0.0812686656355967,53.0,4.156099753179249,2.0
đường hoàng hoa thám,phường bình lợi trung,hồ chí minh,"Đường Hoàng Hoa Thám, Phường 6, Quận Bình Thạnh, Hồ Chí Minh (cũ)",10.8091687,106.6870914,0.2150524809914895,114.0,0.5990580542890834,46.0,0.0354768764161222,15.0,0.8713793297227685,51.0,1.9624358212805149,7.0,0.2635229618685973,37.0,3.4292685986216656,5.0
đường trần quang khải,phường tân định,hồ chí minh,"Đường Trần Quang Khải, Phường Tân Định, Quận 1, Hồ Chí Minh (cũ)",10.7918897,106.689508,0.2137503907451038,145.0,0.1868729476283893,77.0,0.2279879293529763,27.0,0.0804963877683513,98.0,1.533984909121416,13.0,0.0884775372432746,41.0,2.291945969640861,6.0
đường số 53,phường hiệp bình,hồ chí minh,"Đường Số 53, Phường Hiệp Bình Chánh, Thành phố Thủ Đức, Hồ Chí Minh (cũ)",10.8427677,106.7333908,0.9725623301687792,31.0,2.7382752899070204,9.0,1.4028072463237382,6.0,0.8511803373934532,14.0,2.090246352813568,2.0,0.2651533296688915,12.0,3.518152980748696,6.0
đường hai bà trưng,phường tân định,hồ chí minh,"Đường Hai Bà Trưng, Phường Tân Định, Quận 1, Hồ Chí Minh (cũ)",10.7906485,106.6886893,0.1488992384997536,154.0,0.1167789154966356,77.0,0.1704281889192115,29.0,0.2117561670509099,101.0,1.4039437830622608,15.0,0.0242128317547527,49.0,2.241002413191865,5.0
đường trường sơn,phường tân sơn hòa,hồ chí minh,"Đường Trường Sơn, Phường 2, Quận Tân Bình, Hồ Chí Minh (cũ)",10.7934333,106.6597399,0.1199468784009232,151.0,0.4854257968771604,78.0,0.356092880367623,23.0,0.3423143800681784,40.0,1.0789625297920873,6.0,0.390031186995837,36.0,4.8567321356267845,2.0
đường ngô gia tự,phường vườn lài,hồ chí minh,"Đường Ngô Gia Tự, Phường Vườn Lài, Quận 10, Hồ Chí Minh (cũ)",10.761147,106.6696033,0.0359512204307279,216.0,0.1655143323536836,81.0,0.417709752659263,53.0,0.2931340632178985,65.0,0.5459417624108422,12.0,0.0361942525737664,98.0,3.277547955262216,3.0
đường an dương vương,phường chợ quán,hồ chí minh,"Đường An Dương Vương, Phường Chợ Quán, Quận 5, Hồ Chí Minh (cũ)",10.7596383,106.679513,0.1452850728547254,182.0,0.0882529163722853,87.0,0.138724649841704,52.0,0.0150272956068654,88.0,0.6098436957265304,19.0,0.0828967669252467,85.0,2.3668576594349475,3.0
đường nguyễn chí thanh,phường chợ lớn,hồ chí minh,"Đường Nguyễn Chí Thanh, Phường 12, Quận 5, Hồ Chí Minh (cũ)",10.757906,106.6592158,0.0918484226434724,207.0,0.1199158889418661,80.0,0.3441715040774213,53.0,0.3269771230333841,33.0,0.4670393675903657,9.0,0.089445942634656,83.0,4.468465942157997,2.0
đường xuân thủy,phường an khánh,hồ chí minh,"Đường Xuân Thủy, Phường Thảo Điền, Thành phố Thủ Đức, Hồ Chí Minh (cũ)",10.802835,106.7379999,0.0888408867132524,52.0,0.5060891897458468,14.0,0.5715170985094904,9.0,0.0667048431826179,26.0,0.318983821312461,4.0,0.0,34.0,0.4711969544114247,9.0
đường phạm hữu lầu,phường tân mỹ,hồ chí minh,"Đường Phạm Hữu Lầu, Phường Phú Mỹ, Quận 7, Hồ Chí Minh (cũ)",10.7042847,106.7305657,0.3665701664604313,29.0,2.3806395589627805,11.0,0.7761804332565505,2.0,1.0764176945879174,3.0,3.025532508017221,1.0,0.0,13.0,,0.0
đường nguyễn tri phương,phường vườn lài,hồ chí minh,"Đường Nguyễn Tri Phương, Phường 4, Quận 10, Hồ Chí Minh (cũ)",10.765601,106.6677973,0.1950308347412576,210.0,0.4250194914524207,84.0,0.2339556917256711,55.0,0.338613361761832,66.0,0.5831013303666719,10.0,0.0280478208279954,74.0,3.343279350644141,3.0
đường quang trung,phường gò vấp,hồ chí minh,"Đường Quang Trung, Phường 10, Quận Gò Vấp, Hồ Chí Minh (cũ)",10.8282593,106.6711417,0.2271088171488027,66.0,1.262638545748017,25.0,1.5846055577420126,7.0,0.8043930251458349,6.0,0.2043101297318348,7.0,0.1350125885728282,30.0,,0.0
đường bùi thị xuân,phường bến thành,hồ chí minh,"Đường Bùi Thị Xuân, Phường Bến Thành, Quận 1, Hồ Chí Minh (cũ)",11.0701042,106.6808337,0.4219382907302517,6.0,2.3911776459739493,1.0,1.0604627294719566,2.0,,0.0,2.75973642044358,1.0,0.0872185535609212,15.0,,0.0
đường phạm văn đồng,phường hạnh thông,hồ chí minh,"Đường Phạm Văn Đồng, Phường Hạnh Thông, Quận Gò Vấp, Hồ Chí Minh (cũ)",10.8183828,106.6866804,0.1446252794333038,75.0,0.6418370847924162,35.0,0.5696396859678009,10.0,0.8944871952221576,31.0,1.061857611424201,7.0,0.1514562078101606,41.0,4.004567351819027,3.0
đường phạm văn đồng,phường bình lợi trung,hồ chí minh,"Đường Phạm Văn Đồng, Phường 11, Quận Bình Thạnh, Hồ Chí Minh (cũ)",10.8237948,106.7052677,0.2428301294640865,58.0,2.2037410833157725,26.0,0.3527740115372501,9.0,0.2561032823953361,28.0,1.830248911304688,3.0,0.1608269801904638,25.0,3.266288083702073,5.0
đường nguyễn công trứ,phường thạnh mỹ tây,hồ chí minh,"Đường Nguyễn Công Trứ, Phường 19, Quận Bình Thạnh, Hồ Chí Minh (cũ)",10.7923307,106.710214,0.1649103812535736,97.0,1.4498165760648885,49.0,0.2933004039499611,15.0,0.1553468981741968,61.0,2.1067582884953944,12.0,0.0902547823783499,42.0,0.7103435609789256,7.0
